mrts,clause_id,title,page_start,page_end,text
MRTS07C,8.5.2.2,1. Construction of trial,9,9,"section (if process
standard specified for
compaction)"
MRTS07C,8.6.1,2. Removal and disposal,9,9,"of material not suitable
for stabilisation"
MRTS07C,8.6.4,4. Compacting and,9,9,"trimming surface prior to
spreading of the
stabilising agent"
MRTS07C,8.7.2.1,Ordered spread rate of,9,9,"stabilising agents
(14 days)"
MRTS07C,5.2.1,General,10,10,"The Contractor shall prepare documented procedures for all construction processes in accordance
with Clause 6 of MRTS50 Specific Quality System Requirements.
The construction procedure described in Clause 5.2.2 shall be submitted to the Administrator."
MRTS07C,5.2.2,Insitu stabilisation,10,11,"A construction procedure detailing all work described in this Technical Specification shall be prepared.
The construction procedure shall include, but not be limited to:
a) Details of all plant associated with the work detailed in this Technical Specification.
b) Details of how services, utilities, buildings and drainage components shall be located (refer to
Clause 8.3).
c) Details of how services, utilities, buildings, drainage components, plant personnel shall be
protected from damage, injury, etc. (refer to Clause 8.3).
d) Calibration procedures (for example, for the spreader, for the bitumen spray bar).
e) A detailed sequence of operations for all aspects of the stabilisation works, including, but not
necessarily limited to:
i. details of joint locations
ii. details of joint overlaps
iii. the length of each run
iv. the width of each run
v. details of procedures for working up to, or against, structures, kerb, kerb and channel and
road safety barriers, and such as bridges, access chambers, gullies, culverts and concrete
medians and any existing pavement cutback point, and
vi. curing methodology.
f) The proposed program of works, and
g) A testing program which shall include, but not be limited to, the testing methodology that shall
be used to assess:
i. stabilising agent spread rate
ii. stabilisation target depth
iii. moisture ratio
iv. compaction standard
v. geometric tolerances, and
vi. actual stabilised layer thickness.
The following shall also be submitted to the Administrator with the construction procedure:
a) details of the proposed source(s) of each stabilising agent(s)
b) test results demonstrating compliance of the constituents of the proposed bituminous and
secondary stabilising agents to the required standards (including a statement of allowable lime
index)
c) test results demonstrating compliance of each proposed water source, and
d) compliance test results and a representative sample of the unbound granular material from
each proposed source to be used for shape correction and/or to replace material not suitable
for stabilisation.
The proposed construction procedure shall be submitted to the Administrator at least 42 days prior to
the commencement of stabilisation works. Milestone
No stabilisation works shall be commenced until the construction procedure for the stabilisation works
is acceptable to, and approved by, the Administrator. Hold Point 1"
MRTS07C,5.3,Conformance requirements,11,11,"The conformance requirements which apply to lots of stabilised pavement covered by this Technical
Specification are given in Clauses 6 to 9."
MRTS07C,5.4,Testing frequencies and lot sizes,11,11,"The maximum lot sizes shall be as stated in Table A1 of Appendix A or otherwise stated in Clause 1.1
of Annexure MRTS07C.1.
The minimum testing frequencies shall be as stated in Table A2, A3 and A4 of Appendix A or
otherwise stated in Clause 1.2 of Annexure MRTS07C.1.
Material compliance testing requirements shall be as specified in Table A2 of Appendix A.
Construction compliance testing requirements shall be as specified in Table A3 of Appendix A.
Geometric and deviation from a straightedge compliance testing requirements shall be as specified in
Table A4 of Appendix A.
Certification of the compliance of each primary (bituminous) stabilising agent and each secondary
stabilising agent is required for each source and for each load."
MRTS07C,6.1,New material to replace material not suitable for stabilisation,11,12,"New material which is required to replace material not suitable for stabilisation shall be unbound
granular material that complies with the requirements stated in Clause 2 of Annexure MRTS07C.1.
Where not so stated in the Annexure, materials shall be either Type 2, Type 3 or Type 4 unbound
granular material complying with the requirements of MRTS05 Unbound Pavements.
Stabilised material shall not be used as new material for replacement material.
Additionally, any new material incorporated into the works shall have a water-soluble sulfate content
not less than 0.19%.
Sulfate content is typically not an issue for materials sourced from approved quarries. Therefore, for
quarried materials, the Administrator may elect to waive the requirement for sulfate testing.
For existing pavement materials that have been reclaimed for reuse, the original source may be
unknown. Therefore, where reclaimed materials are used, sulfate testing is typically required."
MRTS07C,6.2,Additional material for shape correction,12,12,"Where specified in the Drawings or Contract, shape correction material shall be imported and spread
after preliminary pulverisation as per the requirements of Clause 8.6.3.
Additional material that is required for shape correction shall be unbound granular material that
complies with the requirements stated in Clause 3 of Annexure MRTS07C.1.
Where not so stated in the Annexure, materials shall be either Type 2, Type 3 or Type 4 unbound
granular pavement material complying with the requirements of MRTS05 Unbound Pavements.
Stabilised material shall not be used as additional material for shape correction.
Additionally, any new material incorporated into the Works shall have a water-soluble sulfate content
less than 0.19%.
Sulfate content is typically not an issue for materials sourced from approved quarries. Therefore, for
quarried materials, the Administrator may elect to waive the requirement for sulfate testing.
For existing pavement materials that have been reclaimed for reuse, the original source may be
unknown. Therefore, where reclaimed materials are used, sulfate testing is typically required."
MRTS07C,6.3,Stabilising agents,12,14,"The primary (bituminous) and secondary stabilising agents shall comply with the relevant Technical
Specification in Table 6.3.
Table 6.3 – Stabilising agent requirements
Agent Relevant Technical Specification or Australian Standard
Primary stabilising agent Class 170 Bitumen complying with MRTS17 Bitumen and Multigrade
(bitumen) Bitumen
Secondary stabilising Hydrated lime or slaked quicklime complying with MRTS23 Supply
agent (hydrated lime or and Delivery of Quicklime and Hydrated Lime for Road Stabilisation
slaked quicklime)
Secondary stabilising Hydrated lime blended with Special Grade or Grade 1 fly ash that
agent (hydrated lime / fly complies with AS/NZS 3582.1. In all cases, the blend proportion shall
ash blend) be 50/50.
The estimated content and specified spread rate for the bituminous stabilising agent shall be given in
Clause 10 of Annexure MRTS07C.1. Where not so stated in Clause 10 of Annexure MRTS07C.1, the
total specified application rate shall be 21 kg/m².
The bituminous stabilising agent shall exhibit an expansion ratio greater than 10 and a half-life greater
than 20 seconds following incorporation of any foaming agents required to meet these minimum
bitumen foaming requirements. The foaming agent content shall not be less than 0.4% nor greater
than 2% of the bitumen by mass.
Calculation for determining the foaming agent content as a percentage of the bitumen by mass.
𝑉𝑉𝐹𝐹×𝜌𝜌𝐹𝐹
𝐹𝐹𝐹𝐹𝐹𝐹𝐹𝐹𝐹𝐹𝐹𝐹𝐹𝐹 𝐹𝐹𝐹𝐹𝑎𝑎𝐹𝐹𝑎𝑎 𝑐𝑐𝐹𝐹𝐹𝐹𝑎𝑎𝑎𝑎𝐹𝐹𝑎𝑎 (%)= ×100
where: = total volume of foaming agent used (L) 𝑀𝑀𝐵𝐵
𝑉𝑉𝐹𝐹 = density of the foaming agent (kg/L)
𝜌𝜌𝐹𝐹 = total mass of bitumen at 15°C (kg) (refer to Clause 9.5 for calculation details)
𝑀𝑀𝐵𝐵
The total time at which the Class 170 bitumen shall be held in the bitumen tanker at foaming
temperature (170ºC to 190ºC refer to Clause 8.6.11) shall be no greater than 72 hours.
The estimated content and specified spread rate for the secondary stabilising agent shall be given in
Clause 10 of Annexure MRTS07C.1. Where not so stated in Clause 10 of Annexure MRTS07C.1, the
specified spread rate shall be 10 kg/m² (hydrated lime). The secondary stabilising agent content shall
not be less than 1.25% of the dry mass density of the material to be stabilised.
Where a blended secondary stabilising agent is supplied to the Works, all of the stabilising agent
components shall be completely, homogeneously and accurately blended / mixed by a dedicated
blending plant, prior to delivery to the works.
At the time of spreading, the secondary stabilising agent shall not be more than six months old,
measured from its date of manufacture.
The lime shall have an available lime index of not less than 80% from the time of manufacture up to
the time of spreading. The secondary stabilising agent shall be sampled and tested to demonstrate the
available lime index does not fall below 80% at the following times:
• at the time of manufacture, and
• monthly between three to six months from its date of manufacture.
The Contractor shall make allowance for the type of secondary stabilising agent used and the variation
of the available lime index of the secondary stabilising agent supplied. The calculation to convert the
hydrated lime content used in the laboratory, to the quicklime or hydrated lime content used in
construction is shown below.
Converted quicklime content (%) from laboratory hydrated lime content (%)
𝐴𝐴𝐴𝐴𝑥𝑥
Rate Q=0.76 ×(Rate H)×
where: is the content of quicklime to be targeted in the fie𝐴𝐴ld𝐴𝐴 (𝑦𝑦% by mass)
is the content of hydrated lime nominated in the design (% by mass)
Rate Q
is available lime index of hydrated lime (%) used in the laboratory mix design testing
Rate H
𝐴𝐴𝐴𝐴𝑥𝑥 is available lime index of quicklime (%), used in construction
𝐴𝐴𝐴𝐴𝑦𝑦
Converted hydrated lime content (%) from laboratory hydrated lime content (%)
𝐴𝐴𝐴𝐴𝑥𝑥
Rate Q=(Rate H)×
where: is the content of hydrated lime to be targeted in𝐴𝐴 t𝐴𝐴h𝑦𝑦e field (% by mass)
is the content of hydrated lime nominated in the design (% by mass)
Rate Q
is available lime index of hydrated lime (%), used in the laboratory mix design testing
Rate H
𝐴𝐴𝐴𝐴𝑥𝑥 is available lime index of hydrated lime (%), used in construction
𝐴𝐴𝐴𝐴𝑦𝑦
For secondary stabilising agent which is a hydrated lime / fly ash blend, the corrected content (%)
𝑃𝑃𝐹𝐹𝐹𝐹 𝑃𝑃𝐻𝐻𝐻𝐻 𝐴𝐴𝐴𝐴𝑥𝑥
Rate Q =(Rate H)�� �+� × ��
where: is the content of secondary stabilisin1g 0a0gent to 1be0 0targe𝐴𝐴te𝐴𝐴d𝑦𝑦 in the field (% by mass)
is the content of secondary stabilising agent nominated in the design (% by mass)
Rate Q
is the proportion of the secondary stabilising agent blend in percent (%) that is fly ash
Rate H
(50%)
𝑃𝑃𝐹𝐹𝐹𝐹
is the proportion of the secondary stabilising agent blend in percent (%) that is
hydrated lime (50%)
𝑃𝑃𝐻𝐻𝐻𝐻
is available lime index of hydrated lime (%), used in the laboratory mix design testing
𝐴𝐴𝐴𝐴𝑥𝑥is available lime index of hydrated lime (%), used in construction
𝐴𝐴𝐴𝐴𝑦𝑦"
MRTS07C,6.4,Water,15,15,"Where possible, water used for insitu stabilisation works shall be ‘potable water’.
Water sources classified by the relevant water authority as ‘potable water’, shall be exempt from
any testing requirement
Where 'potable water' is not available, the Administrator may consider water from other sources.
Unless otherwise accepted by the Administrator, any ‘non-potable water’ sources shall be tested.
In all cases, the water used shall contain less than 0.05% sulfates and be free from oil, acids, organic
matter and any other matter that could be deleterious to the mixture.
Marine water and recycled water shall not be used for foamed bitumen stabilisation.
The sources(s) of water shall not be changed without the written approval of the Administrator."
MRTS07C,7.1,General,15,15,"No material shall be incorporated into the work unless it has been demonstrated to the Administrator’s
satisfaction that the material to be used in this Contract comply fully with the requirements of this
The Contractor is responsible for carrying out sufficient testing to ensure that the material complies
with the standards and requirements of this Technical Specification. However, the Contractor's testing
program shall be such that the testing frequencies and number of tests are not less than those given
in Clause 5.4.
The testing of individual samples shall be carried out in accordance with the Test Methods described
in Clause 4.
The material / sources used in the Contract shall be the same as those for material supplied as
samples or for which certificates of compliance with this Technical Specification are provided.
The costs associated with material compliance testing shall be deemed to be incorporated in the
relevant work items."
MRTS07C,7.2,Stabilising agents,15,15,"Sampling and testing shall be carried out in accordance with the relevant Specifications and
Standards.
A certificate of test results demonstrating compliance of each of the bituminous and secondary
stabilising agents to the relevant Specification shall be provided for each load, or part thereof, of each
stabilising agent."
MRTS07C,7.3,Water,15,15,"A certificate of test results demonstrating the compliance of each proposed water source shall be
provided."
MRTS07C,7.4,Unbound granular material,16,16,"Compliance testing of any new unbound granular material used to replace material not suitable for
stabilisation shall be carried out in accordance with the requirements of Clause 5.4.
Compliance testing of any additional unbound granular material used for shape correction shall be
carried out in accordance with the requirements of Clause 5.4.
In all cases Type 2, Type 3 and Type 4 material shall also comply with MRTS05 Unbound Pavements."
MRTS07C,8,Construction,16,16,"Prior to acceptance (Clause 9.10), construction shall not proceed until the Administrator is satisfied
that the requirements covered from Clause 8.1 to Clause 8.7.5.5.3 have been adhered to by the
Contractor. Hold Point 3"
MRTS07C,8.1,General,16,16,"Construction of the stabilised layer shown in the Drawings or otherwise specified in the Contract shall
be completed as one layer.
Once the secondary stabilising agent has been spread (and fully hydrated via slaking if quicklime is
used), and incorporated into pavement, the foamed bitumen incorporation shall follow. The foamed
bitumen shall be incorporated over the entire area of stabilisation within the same work period in which
the secondary stabilising agent was applied. The stabilised material shall be fully compacted and
trimmed within the allowable working time as per Clause 8.4.
The required design depth shall be stated in Clause 10 of Annexure MRTS07C.1.
The datum for measurement of the design depth (refer to Figure 8.6.11) shall be as stated in
Clause 11 of Annexure MRTS07C.1.
Details of measuring the actual thickness of stabilised layer is described in Clause 8.7.5.3.2."
MRTS07C,8.2,Program of works,16,16,"The Contractor shall submit the proposed program of the stabilisation works to the Administrator at
least 42 days prior to the commencement of stabilisation works unless otherwise agreed by the
Administrator.
Stabilisation works shall not be commenced until the program has been approved by the Administrator
(refer to Clause 5.2.2 and Hold Point 1)."
MRTS07C,8.3,"Site services, utilities, buildings and drainage",16,16,"A survey of the site to determine the location and depth of services, utilities, buildings and drainage
components shall be carried out prior to commencement of construction. The survey shall include
details of how these and plant and personnel on site shall be protected and how the stabilisation
works shall be completed without any detrimental effects to them in the proposed construction
procedure (refer to Clause 5.2.2).
Stabilising operation shall not commence until the survey has been completed and a copy of the report
provided to the Administrator. Hold Point 4"
MRTS07C,8.4,Allowable working time,17,17,"Compaction and trimming of the stabilised layer shall be completed within the allowable working time.
The allowable working time is measured from the commencement of the incorporation (i.e. mixing) of
the first application of secondary agent into the insitu materials, to the completion of compaction and
trimming (excluding static multi-tyre rolling).
The maximum allowable working time shall be 6.5 hours, and the construction process shall not
extend overnight.
Instances where stabilisation cannot be completed within the 6.5-hour period, due to unforeseeable
circumstances, the Administrator may consider the following:
• If lime or lime / fly ash blend is the secondary stabilising agent and the construction can
recommence within 24 hours, the process may continue, provided the material prior to
foam bitumen stabilisation meets the requirements in Clause 8.7.3.
• If the construction delay exceeds 24 hours, treatment with an additional 0.5% lime or
lime / fly ash blend should be considered. Any additional secondary stabilising (over 0.5%)
should be only considered after extensive investigation and testing.
• If cement is the secondary stabilising agent, the material shall be considered unsuitable for
foamed bitumen stabilising.
• In all cases, any rework shall be performed to the full depth of the stabilised layer.
• In all cases, any rework shall have full compliance testing in accordance with this Technical
Specification."
MRTS07C,8.5.1,General,17,17,"The construction process shall be based either on a process requirement or a product standard. The
method for this Contract shall be as stated in Clause 10 of Annexure MRTS07C.1. Where not so
stated in the Annexure, product standard shall apply."
MRTS07C,8.5.2,Construction based on process requirements,17,17,"If a process requirement is specified in Clause 10 of Annexure MRTS07C.1, construction shall:
a) incorporate the methodology and construction of trial sections in accordance with the
requirements of Clause 8.5.2.1 and 8.5.2.2
b) comply with the construction requirements stated in Clause 8.6, and
c) comply with the product standards stated in Clause 8.7 except that compaction testing shall
not be required on completed works other than trial section, provided that the Contractor uses
the same construction plant, process and methodology as that used for the trial section."
MRTS07C,8.5.2.1,Methodology,18,18,"Each section of the Works with a specific combination of stabilising agent type(s), stabilising agent
content(s), material(s) to be stabilised and target depth shall be identified as a separate area for
construction.
A trial section shall be constructed for each separate area for construction in accordance with the
requirements of Clause 8.5.2.2.
The compaction of each trial section shall be tested in accordance with Clause 5.4 and checked for
compliance with Clause 8.7.4.
If the minimum characteristic value of the relative compaction results for the trial section is not less
than the value specified in Clause 8.7.4, no further compaction testing shall be carried out for the
balance of the area for construction that is represented by that trial section, provided that the same
construction plant, processes and methodology is used to construct the remaining area as that used
for the construction of the trial section.
If the minimum characteristic value of the relative compaction results for the trial section is less than
the value specified in Clause 8.7.4, the trial section shall be rectified so that it complies with this
accordance with this Clause 8.5.
Construction based on a process requirement and a trial shall not be used for the balance of the works
without approval of the Administrator. Hold Point 5"
MRTS07C,8.5.2.2,Trial section,18,18,"A trial section shall be constructed using the same construction plant, processes and methodology
that is proposed to be used for the remainder of the works represented by the trial section.
Witness Point 1
A trial section shall be at least 200 m long, 3 m wide and include a longitudinal joint.
All operations, testing etc., required by this Technical Specification, including compaction testing, shall
be used in the construction and testing of each trial section."
MRTS07C,8.5.3,Construction based on product standards,18,18,"If a product requirement is specified in Clause 10 of Annexure MRTS07C.1, construction shall:
a) comply with the construction requirements stated in Clause 8.6, and
b) comply with the product standards stated in Clause 8.7."
MRTS07C,8.6.1,Removal and disposal of material not suitable for stabilisation (if required),18,19,"Material not suitable for stabilisation shall include:
a) Any particle or conglomeration, that exists after preliminary pulverisation, with a dimension
greater than 75 mm along any axis.
b) Any material(s) deemed unsuitable by the Administrator, which may include:
i. concrete
ii. cement treated patches
iii. asphalt patches where the total asphalt thickness is greater than 50 mm unless other
methods are approved by the Administrator, and
c) Any additional requirements stated in Clause 4 of Annexure MRTS07C.1.
At least seven days prior to the date shown in the Contractor’s program of works for the removal of
material not suitable for stabilisation, the Administrator will mark out patches and/or identify unsuitable
materials that are to be replaced.
Where material not suitable for stabilisation is encountered, the volume to be removed shall be agreed
with the Administrator prior to removal and replacement operations commencing. Witness Point 2
Existing material that is unsuitable for stabilisation shall be removed and disposed of in accordance
with Clause 10 of MRTS01 Introduction to Technical Specifications unless other methods are
approved by the Administrator.
New material conforming to the requirements stated in Clause 6.1 shall be used to replace the
material removed as not suitable for stabilisation. It shall be spread, compacted and trimmed to a
shape suitable for stabilisation, compaction and trimming to the alignment, heights and shapes
specified in the Contract for the completed work.
Compaction of the new material shall be administrated through either product requirement
(Clause 9.3) and/or process requirement (Clause 9.2). This shall be approved by the Administrator.
The minimum characteristic value of the relative compaction results shall not be less than 100%. This
compaction testing requirement is not applicable if the layer thickness is less than 100 mm."
MRTS07C,8.6.2,Preliminary pulverisation,19,20,"The material to be stabilised shall be pulverised in accordance with this clause. One pass of a
stabiliser hooked-up to a fully laden water truck shall be used to pulverise the material to be stabilised.
The pulverisation pass shall be undertaken to a depth that is 50 mm less than the design depth
(50 mm above the lower reference level). Witness Point 3
Preliminary pulverisation shall occur:
a) after the removal and replacement of material identified as material not suitable for
stabilisation
b) prior to the addition of shape correction material, and
c) prior to the application or addition of either the bituminous or secondary stabilising agents.
The pulverisation pass shall be undertaken with the incorporation of moisture from the water truck
hooked-up to the stabiliser.
The incorporation of moisture during the pulverisation pass allows the insitu materials to be pre-
conditioned (in particular, those insitu materials with higher water absorptions).
Typically, 0.2-0.5% moisture rate through the stabiliser for the pulverisation pass.
Where the insitu materials has a relatively higher moisture content at the time of insitu stabilising,
the addition of moisture during the pulverisation pass may not be required to pre-condition the
materials.
Any additional patches identified during preliminary pulverisation as material not suitable for
stabilisation and accepted by the Administrator as being material not suitable for stabilisation shall be
removed and replaced as specified in Clause 8.6.1.
Any particle or conglomeration with a dimension greater than 75 mm along any axis shall be removed
from the pulverised material and the voids made good prior to stabilisation. Voids shall be made good
either by using new material in accordance with Clause 6.1 or excess pulverised material that is both
adjacent to the void and suitable for stabilisation."
MRTS07C,8.6.3,Additional material for shape correction (if required),20,20,"The shape of the pavement shall be corrected after the preliminary pulverisation and prior to the
importation of any shape correction (or overlay) material, unless otherwise agreed to by the
Administrator.
Additional material required for shape correction shall be as specified in Clause 6.2 and shall be
added after preliminary pulverisation has been completed. It shall be spread onto the surface of the
pavement to a shape suitable for stabilisation, compaction and trimming to the alignment, heights and
shapes specified in the Contract.
Compaction of the additional material required for shape correction shall be administrated through
either product requirement (Clause 9.3) and/or process requirement (Clause 9.2). This shall be
approved by the Administrator. The minimum characteristic value of the relative compaction results
shall not be less than 100%. This compaction testing requirement is not applicable if the layer
thickness is less than 75 mm."
MRTS07C,8.6.4,Compacting and trimming the surface prior to spreading of the secondary stabilising,20,20,"agent
Prior to spreading of the stabilising agent, the surface shall be shaped, compacted and trimmed to a
degree that is sufficient to facilitate stabilisation specified in the Contract. Witness Point 4"
MRTS07C,8.6.5,Secondary stabilising agent equipment,20,20,"Secondary stabilising agent shall be transported, stored and spread using equipment that is both
waterproof and watertight. Equipment used to transfer the secondary stabilising agent shall also be
waterproof during the transfer process. All such equipment shall be emptied, cleaned and dried prior
to the introduction of each type of secondary stabilising agent to be used in the stabilisation works.
Where a stabiliser with a calibrated integrated spreader is nominated (refer to Clause 5 of
Annexure MRTS07C.1), the secondary stabilising agent shall be incorporated into the pavement
directly using this device. In this case, quicklime shall not be used as the secondary stabilising agent.
Where a stabiliser with a calibrated integrated spreader is not nominated (refer to Clause 5 of
Annexure MRTS07C.1), the secondary stabilising agent shall be uniformly spread over the insitu
material using a purpose-built calibrated spreader at a controlled rate (mass per unit area, kg/m²)."
