mrts,clause_id,title,page_start,page_end,text
MRTS11,10.1.2,5. Excessive Ball,10,10,"Penetration test
results"
MRTS11,11.2,4. Pavement temperature,10,11,"above minimum
specified
Clause Hold Point Witness Point Milestone"
MRTS11,11.3,7. Permission to,11,11,"implement additional
measures to reduce
the risk of early life
stripping when
sealing in cold
weather"
MRTS11,12.4,5. Current Queensland,11,11,"Sprayer Certificate to
be sighted"
MRTS11,12.7,6. Nomination and,11,11,"recording of cutting
requirements"
MRTS11,14.1,7. Loading of cover,11,11,"aggregate into
aggregate spreader"
MRTS11,14.8,8. Loose,11,11,"aggregate / signage
requirements prior to
opening to traffic"
MRTS11,5.2,Construction procedures,11,11,"The Contractor shall prepare documented procedures for all required processes as defined in
Clause 5 of MRTS50 Specific Quality System Requirements. These shall include, but are not limited
to:
• procedures for handling, storage, transport, heating and transfer of binder in accordance with
the requirements of Clause 8 of MRTS17 Bitumen and Multigrade Bitumen or Clauses 5.2 and"
MRTS11,8,of MRTS18 Polymer Modified Binder (including Crumb Rubber) and this Technical,11,12,"Specification as appropriate
• enhanced construction procedures, if sealing works will be undertaken during cold weather
(refer Clauses 11.2 and 11.3) and other high-risk situations, and
• procedures that prevent:
wash-off of bituminous material used to prime pavement surfaces, and
o
environmental harm that may result from the wash-off of this material.
o
Enhanced construction procedures are typically adopted when sealing during cold weather
conditions and other high-risk situations. Such procedures typically ensure the following:
a) the aggregate is in an ideal condition state, i.e. ≤ 10% stripping value when tested in
accordance with Q212B and free from surface moisture at the time of sealing
b) aggregate spreading occurs without delay after the binder is sprayed on the road surface
(which typically requires the use of shorter spray runs)
c) aggregate is rolled into the binder without delay after spreading occurs
d) additional aggregate spreaders and rollers are used to ensure the aggregate is spread and
rolled into the binder more quickly than would normally be the case, and
e) ensuring the specified number of passes are applied to the seal by using Coverage
Tracking rollers during the construction process.
TN186 Sealing in Cold Weather Conditions provides guidance on additional measures that can be
implemented when sealing in cold weather conditions. Specific additional measures that must be
included in the construction procedures are detailed in Clauses 5, 6.1 and 6.3 of Annexure
MRTS11.1.
The Contractor shall establish an Inspection and Test Plan (ITP) for supply and delivery of binder. The
Inspection and Test Plan shall address at least:
a) traceability
b) conformance of binder supplied to the Site, and
c) sampling and testing at the point of manufacture and point of delivery (refer MRTS17 and
MRTS18 for details).
The Contractor shall submit the documented procedures and the ITP to the Administrator not less than"
MRTS11,7,days prior to their proposed use. Milestone,12,12,"Documented procedures and the ITP shall not be implemented until permission to use has been
granted by the Administrator. Hold Point 1"
MRTS11,5.3,Conformance requirements,12,12,"The conformance requirements which apply to lots of work covered by this Technical Specification are
detailed in Clauses 7.2, 8, 10, 11, 12, 13 and 14. Materials shall conform to the requirements of
Table 7.1. The conformance records for all lots of work shall be compiled on a spraying record sheet
as specified in Clause 16."
MRTS11,6.1.1,Scope,12,13,"Sprayed bituminous treatments shall be designed in accordance with the requirements of the
department’s TN175 Selection and Design of Sprayed Bituminous Treatments and any additional
requirements stated in Clauses 3.1 and 3.2 of Annexure MRTS11.1.
Unless otherwise stated in Clause 1 of Annexure MRTS11.1, the seal design will be carried out by the
Principal.
The specific treatments for work under this Contract shall be as set out in Clause 2 of Annexure
MRTS11.1 and the Drawings. Acceptable binder classes that may be used for each treatment type are
defined in Table 6.1.1.
Table 6.1.1 – Acceptable binder classes for initial treatments, secondary treatments and
retreatments
Treatment Type Technical Specification Acceptable Binder Class
Initial Treatments
Prime MRTS20 AMC00, AMC0 ¹
AMC5, AMC6, AMC7
I-S/S or I-D/D MRTS20, MRTS17
or C170 ²
Secondary Treatments and Retreatments
C170, C240, C320, M500
S/S or D/D MRTS17 or a blend of C170 and"
MRTS11,5,"parts (5%) crumb rubber ³, ⁴, ⁵",13,14,"HSS1-M MRTS18 S10E, S35E, S9R or S9RF
HSS1-H MRTS18 S15E, S15R or S15RF
HSS2-M MRTS18 S10E, S35E, S9R or S9RF
HSS2-H MRTS18 S15E, S15R or S15RF
XSS MRTS18 S20E, S15R, S15RF
SAM-S MRTS18 S10E, S35E, S9R or S9RF ⁴
SAM-R MRTS18 S15E, S15R or S15RF
SAMI MRTS18 S25E or S18RF
S20E, S25E, S15R ⁶, S15RF ⁶
WP-A MRTS18
or S18RF
C170, C240, C320, M500
GRS-S/S or GRS-D/D MRTS17 or a blend of C170 and
5% crumb rubber ³, ⁴, ⁵, ⁶
Surface enrichment MRTS20 Note 7
Treatment Type Technical Specification Acceptable Binder Class
Note:
1.Where no indication is given in Clause 2 of Annexure MRTS11.1 or on the Drawings, AMC0 shall be used.
2.Where no indication is given in Clause 2 of Annexure MRTS11.1 or on the Drawings, AMC7 shall be used.
3.Where no indication is given in Clause 2 of Annexure MRTS11.1 or on the Drawings, C170 shall be the
nominated binder class.
4.Blends of Class 170 bitumen and 5% crumb rubber shall:
• be supplied in accordance with the requirements of MRTS18 Polymer Modified Binder (including
Crumb Rubber). Conformance of the binder at the point of manufacture shall be based on the
Class 170 bitumen test results and the blending records for each batch
• use crumb rubber that conforms with the requirements of Table 8.4 of Austroads ATS-3110 Supply of
Polymer Modified Binders (e.g. Size 30 Mesh rubber than has been processed from waste tyres
generated in Australia)
• be sprayed within 48 hours of the crumb rubber being blended into the bitumen, unless otherwise
approved by the Administrator
• be subject to continuous agitation while in storage, and
• be subject to sampling and testing in accordance with the requirements of Clause 6 of MRTS18
Polymer Modified Binder (including Crumb Rubber) for each batch of binder and the results reported
as part of the lot records.
5.At the point of delivery the softening point of blends of Class 170 bitumen and 5% crumb rubber shall be"
MRTS11,48,"– 55ºC and the torsional recovery at 25ºC, 30 seconds shall be ≥ 7%.",14,14,"6.The use of binders that include crumb rubber in this application is experimental.
7.To be nominated in Clause 2 of Annexure MRTS11.1 or on the Drawings.
Transport and Main Roads has limited experience with the use of S15R and S15RF binder grades
for WP-A treatments and the risk associated with the seal binder bleeding through the asphalt in
hot weather has not yet been assessed. Similarly, the department has limited experience with the
use of blends of bitumen and crumb rubber in geotextile reinforced seals. Usage of these binder
grades in these applications should be limited to small scale trials until more experience is gained
with these scenarios.
Further advice should be sought from the Principal Engineer (Sprayed Seals and Binders) when
conducting these trials.
For all treatments to be incorporated into the Works, the treatment type, binder class, cover aggregate
nominal size(s) and estimated application rates are specified in Clause 2 of Annexure MRTS11.1."
MRTS11,6.1.2,Use of an alternative binder class,14,16,"Where a particular polymer modified binder class has been specified for a sprayed bituminous
treatment, the Contractor may use an equivalent alternative binder class provided:
a) it complies with the requirements of Table 6.1.2(a)
b) the sprayed bituminous treatment conforms with all the requirements of this Technical
Specification (including uniformity of binder application and limits for cutter oil content)
c) its use does not impact on the construction program, and
d) its use does not increase the cost of the sprayed bituminous treatment.
The equivalent alternative binder classes listed in Table 6.1.2(a) can be used as an alternative to
the binder class specified without the need for Administrator approval for the following reasons:
a) they will provide long-term performance that is equivalent to the binder class specified, and
b) they can be applied at the same spray rate as the binder class specified (as the same
‘polymer factor’ is used for the seal design).
Table 6.1.2(a) – Acceptable alternative binder classes
Class
Treatment Type Equivalent Alternative Binder Class
Specified
C170 A blend of C170 and 5% crumb rubber
S/S, D/D C240 A blend of C170 and 5% crumb rubber
C320 A blend of C170 and 5% crumb rubber
S10E S35E, S9R or S9RF
S35E S9R or S9RF
HSS1-M, HSS2-M, SAM-S
S9R S35E or S9RF
SR9F S35E or S9R
S15R S15RF
HSS1-H, HSS2-H, SAM-R
S15RF S15R
S20E S15R or S15RF
XSS S15R S20E or S15RF
S15RF S20E or S15R
S25E S18RF
SAMI
S18RF S25E
S15R S20E or S15RF
S15RF S20E or S15R
WP-A
S25E S18RF
S18RF S25E
The Contractor shall notify the Administrator of the binder class substitution not less than 14 days prior
to the commencement of spraying. Milestone
Approval to use alternative polymer modified binder classes not listed in Table 6.1.2(a)
The alternative binder classes listed in Table 6.1.2(b) are typically considered to be acceptable
alternatives to the binder class specified. However, as the use of these alternative binder classes
will result in a change to the binder application rate, Administrator approval is required prior to use.
The Administrator would typically use the following criteria to evaluate these proposals:
• compliance with Clause 6.1.2 requirements,
• no increase in the cost of the treatment ($/m²), and
• no increase in the unit rate for the binder ($/L).
The Administrator should refer to the department’s Technical Note TN175 for appropriate ‘polymer
factors’ when evaluating the cost implications of these proposals.
Table 6.1.2(b) – Acceptable alternative binder classes requiring the Administrator’s approval
prior to use
Acceptable Alternative
Treatment Type Binder Class Specified
Binder Class
S15E S15R or S15RF
HSS1-H, HSS2-H, SAM-R S15R S15E
S15RF S15E"
MRTS11,6.1.3,Seal Designer and Seal Designer’s delegate,16,16,"The seal design shall be undertaken by the Seal Designer. Prior to undertaking any seal design, the
Seal Designer shall inspect each site in order to identify site-specific conditions for inclusion in the
design.
The Seal Designer's delegate shall have facilities to be in communication with the Seal Designer at all
times and shall be supervised by the Seal Designer.
The Seal Designer or the Seal Designer’s delegate shall be on site during spraying to check designed
rates. They shall adjust the Designed Spray Rate and Designed Spread Rate where this is required for
the existing field conditions including, but not limited to, adjustments for test results from the ball
penetration tests. These adjusted rates shall be called the Adjusted Designed Spray Rate and the
Adjusted Designed Spread Rate."
MRTS11,6.2,Seal design by the Principal,16,17,"Where the Principal is nominated to undertake the seal design, unless otherwise stated in Clause 3.1
of Annexure MRTS11.1, testing shall be undertaken by the Contractor at the test locations and
minimum test frequencies detailed in Table 6.2 for the following properties:
a) Particle Size Distribution, Flakiness Index and Average Least Dimension of the cover
aggregate (where cover aggregate is supplied by the Contractor)
b) Texture Depth, and
c) Ball Penetration.
Test results for the cover aggregate and texture depth shall be submitted to the Administrator with
sufficient lead time to allow a period of 7 days following submission of the test results for the Principal
to carry out the seal design. Milestone
The Contractor shall test and report the Ball Penetration in accordance with the requirements of
Table 6.2 and Clause 10.1.2. Ball Penetration test results shall be forwarded to the Administrator on
the day of testing. Milestone
Spraying operations shall not commence until the Contractor has been notified by the Administrator of
the Designed Spray Rate and Designed Spread Rate. Hold Point 2
Table 6.2 – Testing for determining seal design inputs
Property to be Tested Test Location(s) Minimum Test Frequency
Test frequency shall be:
Particle Size Distribution • 1 test for each aggregate
The test samples shall be
Flakiness Index type, nominal size and
sourced from the stockpiles to
Average Least Dimension source, and
be directly used for the works.
(ALD)
• repeat tests at every
1000 tonnes.
Test frequency shall be the
lesser of:
• every 400 m, or
In and between the wheelpaths
• 3 test chainages per
Texture Depth – that is, 3 tests at each test
homogeneous section
chainage per direction
where the test sites
selected are representative
of the homogeneous
section.
In the inner and outer
wheelpaths – that is, 2 tests at Test frequency shall be 5 test
each test chainage per chainages per homogeneous
direction section where the test sites
selected are representative of
Testing is required only for:
Ball Penetration
the homogeneous section.
• pavements in accordance
with Clause 10.1.2 Testing shall be completed
• primed or initial sealed between 24 – 48 hours prior to
surfaces, and
spraying.
• asphalt or slurry surfacing
less than 6 months old."
MRTS11,6.3.1,Seal design inputs,17,18,"Where the Contractor is nominated to undertake the seal design, the Contractor shall inspect each site
and select inputs and associated design factors to be used in the seal design procedure. These inputs
and factors shall be determined from:
a) the traffic stated in Clause 3.2 of Annexure MRTS11.1
b) project site conditions, and
c) sampling and testing by the Contractor in accordance with the requirements of Table 6.2
noting that:
i. testing shall be sufficient to comply with the design procedure requirements, and
ii. aggregate samples shall be taken from the material that is to be used on the project.
As part of the seal design, the Contractor shall review the selections of treatment types, binder
classes, and aggregate nominal sizes nominated in Clause 2 of Annexure MRTS11.1 and, prior to
commencing the design, shall notify the Administrator if the Contractor does not agree with any of the
selections.
Where the Principal intends to apply aggregate size combinations not recommended by Austroads
Guide to Pavement Technology Part 4K: Selection and Design of Sprayed Seals (such as using
14/10 or 16/10 mm aggregate combinations for double / double seals), the seal design should be
conducted by the Principal.
Surface Enrichment treatments should always be designed by the Principal."
MRTS11,6.3.2,Seal design report,18,19,"The Contractor shall submit the seal design report to the Administrator at least seven days prior to the
commencement of bituminous spraying operations. Milestone
The seal design report shall detail:
a) separate seal designs for variations in any and each of:
i. test results for seal design inputs stated in Table 6.2
ii. binder class
iii. cover aggregate size and source
iv. homogeneity of sections of carriageway impacting on design in accordance with the
design procedure, and
v. underlying pavement type on which sprayed bituminous surfacing is to be applied.
b) test results, assumptions, inputs, the design method and calculations that were used to
determine the Designed Spray Rate and the Designed Spread Rate
c) for each unique combination of treatment type, binder class, aggregate size and location, the
following in a tabular form:
i. binder class, aggregate types, reference location, and
ii. Designed Spray Rate of bituminous material and the Designed Spread Rate of cover
aggregate.
d) for seals involving multiple layers of binder and/or aggregate (e.g. double / double seals), the
minimum and maximum period between bituminous treatments
e) documentary evidence of the Seal Designer’s successful attainment of the AfPA Statement of
Successful Completion of Written Assignment (or equivalent) for the course titled Sprayed
Sealing Selection and Design, and
f) nomination of the Seal Designer’s Delegate and documentary evidence of this delegate’s
successful attainment of AfPA’s Certificate of Attendance for the course titled Sprayed Sealing
Selection and Design.
The seal design report shall include a statement signed by the Seal Designer that the seal design
complies with the seal design method for the test results, assumptions and inputs used.
The Administrator will have three days to consider the seal design report and spraying operations shall
not commence prior to the Administrator releasing a hold point for this consideration. Hold Point 3
For each lot or homogeneous section, at the time before spraying commences, the Seal Designer’s
Delegate shall determine the adjustments to be made to arrive at the Adjusted Designed Spray Rates
and any addition of additives including cutter oil and the Adjusted Designed Spread Rates. The Seal
Designer's Delegate shall record these adjustments and modifications on the Contractor's spray sheet.
If no adjustments or modifications are made to the designed rates, the spray sheet record shall record
the non-adjusted rates accordingly. The Contractor shall certify with a signature that the Seal
Designer’s Delegate has approved the spray sheet record of the adjustments and modifications."
MRTS11,7.1,Specifications,19,19,"Contractor-supplied materials shall comply with the requirements of the relevant Technical
Specifications stated in Table 7.1.
Table 7.1 – Material Technical Specifications
Material Specification
Bitumen and multigrade bitumen MRTS17
Polymer modified binder (including crumb
MRTS18
rubber)
Cutter oils MRTS19
Cutback bitumen MRTS20
As specified in Clause 4.1 of Annexure
Adhesion agent
MRTS11.1
Prime cover material and cover aggregate MRTS22
Geotextiles for paving applications MRTS57"
MRTS11,7.2,Supply of material,19,19,"The Principal will supply the materials stated in the Principal Supplied Material List (Form C7827). All
other materials shall be supplied by the Contractor."
MRTS11,7.3,Transport of material,19,19,"The responsibility for transport to the Site of materials supplied by the Principal will be as stated in the
Principal Supplied Material List (Form C7827). Transport to the Site of all other materials shall be the
responsibility of the Contractor."
MRTS11,8.1,Cutter oil,20,20,"Cutter oil shall be handled and stored in a way which prevents any ingress of water. Water detection
paste shall be available at all times and used if water contamination of the cutter oil is suspected.
Cutter oil which is suspected as being water contaminated shall be investigated and, if found to be
water contaminated, shall not be used."
MRTS11,8.2,Cover aggregate,20,20,"Cover aggregate shall not be exposed to contaminating agents, particularly dust, and shall be handled
so as to avoid contamination and any other deleterious effects. Unless otherwise stated in Clause 4.2
of Annexure MRTS11.1, cover aggregate shall be protected with a light plastic or similar material to
prevent the ingress of moisture and other contaminants. The protective material shall be sufficiently
anchored to ensure the optimal fixture that can be achieved consistent with the protective material
properties. Witness Point 1"
MRTS11,8.3.1,Delivery (storage and transport),20,20,"Binder shall be delivered to the Works in accordance with Clause 8 of MRTS17 Bitumen and
Multigrade Bitumen or Clause 8 of MRTS18 Polymer Modified Binder (including Crumb Rubber) as
appropriate.
The temperature at delivery to site shall be measured and recorded. Witness Point 2"
MRTS11,8.3.2,Heating,20,20,"The Contractor shall ensure that strict controls are applied to heating of bituminous materials in
accordance with the requirement of Austroads AP-G41 Bituminous Materials Safety Guide, Section 7:
Heating, and the Contractor’s Safety Plan and Clause 5.2 of MRTS18 Polymer Modified Binder
(including Crumb Rubber).
Heating requirements shall be strictly observed. Witness Point 3"
MRTS11,8.3.3,Incorporation of additives,20,21,"Volatile additives, e.g. cutter and flux oils, shall not be heated and shall be introduced into the sprayer
tank through the sprayer’s pumping system. Volatile additives shall not be added to the top of hot
bitumen.
Non-volatile additives, e.g. adhesion agent, shall be introduced into the sprayer tank through the
sprayer's pumping system in accordance with any relevant standards and/or manufacturer’s
instructions.
Additive shall be incorporated in accordance with Transport and Main Roads’ Registered Product List
for Binder Adhesion Agents.
The appropriate concentration of binder adhesion agent to be used (% expressed as parts by
volume) will depend on the particular characteristics of the aggregate as well as the product’s
performance level. As a guide, the following are suggested:
• For Level 1 products, an adhesion agent concentration of 0.3% should be used for
aggregates with average adhesion properties, and 0.6% for difficult aggregates known to
possess high stripping tendencies
• For Level 2 and Level 3 products, increasingly higher adhesion agent concentrations will be
required but should not exceed 1.0%, and
• Adhesion agent concentrations should be doubled when using polymer modified binders
but should not exceed 1.0%.
Use of adhesion agent concentrations above those suggested may cause cutting of the binder with
little improvement in adhesion promoting properties.
When additive is incorporated:
a) the additive shall be dissolved in hot binder, and
b) the hot binder and additive shall be circulated, after the addition of the last component, at a
rate of at least 1000 litres per minute for a period until the sprayer contents have been
circulated twice.
Where adhesion agent is to be used, the binder shall then be sprayed as promptly as field
circumstances allow and within three hours. If the binder and adhesion agent has not been sprayed
within three hours, additional adhesion agent may be added to the remaining binder at a dosage
concentration then equivalent to one third of the original adhesion agent dosage."
