mrts,clause_id,title,page_start,page_end,text
MRTS07B,8.5.2.1,6. Approval of,8,8,"compaction based on
a process requirement"
MRTS07B,8.5.2.2,1. Construction of trial,8,8,"section (if process
standard specified for
compaction)"
MRTS07B,8.6.1,2. Removal and disposal,8,8,"of material not suitable
for stabilisation"
MRTS07B,8.6.4,4. Compacting and,8,8,"trimming surface prior to
spreading of the
stabilising agent"
MRTS07B,8.7.2.1,Ordered spread rate of,8,8,"stabilising agent
(14 days)"
MRTS07B,5.2.1,General,9,9,"The Contractor shall prepare documented procedures for all construction processes in accordance
with Clause 6 of MRTS50 Specific Quality System Requirements.
The construction procedure described in Clause 5.2.2 shall be submitted to the Administrator."
MRTS07B,5.2.2,Insitu stabilisation,9,10,"A construction procedure detailing all work described in this Technical Specification shall be prepared.
The construction procedure shall include, but not be limited to:
a) Details of all plant associated with the work detailed in this Technical Specification.
b) Details of how services, utilities, buildings and drainage components shall be located and
protected (refer to Clause 8.3).
c) Details of how services, utilities, buildings, drainage components, plant personnel shall be
protected from damage, injury, etc. (refer to Clause 8.3).
d) The daily calibration procedures of spreader and verification of spread rates in the field (refer to
Clause 8.6.6).
e) A detailed sequence of operations for all aspects of the stabilisation works, including, but not
necessarily limited to:
i. details of joint locations
ii. details of joint overlaps
iii. the length of each run
iv. the width of each run
v. marking-out the extents of each run
vi. details of procedures for working up to, or against, structures, kerb, kerb and channel and
road safety barriers, and such as bridges, access chambers, gullies, culverts and concrete
medians and any existing pavement cutback point, and
vii. curing methodology.
f) The proposed program of works, and
g) A testing program which shall include, but not be limited to, the testing methodology that shall be
used to assess:
i. stabilising agent spread rate
ii. stabilisation target depth
iii. moisture ratio
iv. compaction standard
v. geometric tolerances
vi. actual stabilised layer thickness, and
vii. strength gain of the stabilised layer with time (UCS test) if required.
The following shall also be submitted to the Administrator along with the construction procedure:
a) details of the proposed source(s) of the stabilising agent(s)
b) test results demonstrating compliance of the constituents of the proposed stabilising agent(s)
to the required standards
c) test results demonstrating the compliance of each proposed water source
d) compliance test results (including Test Method Q136A Working Time of Stabilised Material if
applicable) and a representative sample of the unbound granular material from each
proposed source to be used for shape correction and/or to replace material not suitable for
stabilisation, and
e) where a cementitious blend containing lime or a lime / fly ash blend is specified, the available
lime index of each proposed lime source.
The proposed construction procedure shall be submitted to the Administrator at least 21 days prior to
the commencement of stabilisation works. Milestone
No stabilisation works shall be commenced until the construction procedure for the stabilisation works
is acceptable to, and approved by, the Administrator. Hold Point 1"
MRTS07B,5.3,Conformance requirements,10,10,"The conformance requirements which apply to lots of stabilised material covered by this Technical
Specification are given in Clause 6 to Clause 9."
MRTS07B,5.4,Testing frequencies and lot sizes,10,10,"The maximum lot sizes shall be as stated in Table A1 of Appendix A or otherwise stated in Clause 1.1
of Annexure MRTS07B.1.
The minimum testing frequencies shall be as stated in Table A2, A3 and A4 of Appendix A or
otherwise stated in Clause 1.2 of Annexure MRTS07B.1.
Material compliance testing requirements shall be as specified in Table A2 of Appendix A.
Construction compliance testing requirements shall be as specified in Table A3 of Appendix A.
Geometric and deviation from a straightedge compliance testing requirements shall be as specified in
Table A4 of Appendix A.
Certification of the compliance of each stabilising agent with this specification is required for each
source and for each load."
MRTS07B,6.1,New material to replace material not suitable for stabilisation,10,11,"New material which is required to replace material not suitable for stabilisation shall be unbound
granular material that complies with the requirements stated in Clause 2 of Annexure MRTS07B.1.
Where not so stated in the Annexure, materials shall be either of Type 2, Type 3 or Type 4 unbound
granular material complying with the requirements of MRTS05 Unbound Pavements.
Stabilised material shall not be used as new material for replacement material.
Additionally, any new material incorporated into the stabilisation shall have a water-soluble sulfate
content less than 0.19%.
Sulfate content is typically not an issue for materials sourced from approved quarries. Therefore, for
quarried materials, the Administrator may elect to waive the requirement for sulfate testing.
For existing pavement materials that have been reclaimed for reuse, the original source may be
unknown. Therefore, where reclaimed materials are used, sulfate testing is typically required."
MRTS07B,6.2,Additional material for shape correction,11,11,"Where specified in the Drawings or Contract, shape correction material shall be imported and spread
after preliminary pulverisation as per the requirements of Clause 8.6.3.
Additional material that is required for shape correction shall be unbound granular material that
complies with the requirements stated in Clause 3 of Annexure MRTS07B.1.
Where not so stated in the Annexure, materials shall be either of Type 2, Type 3 or Type 4 unbound
granular material complying with the requirements of MRTS05 Unbound Pavements.
Stabilised material shall not be used as additional material for shape correction.
Additionally, any new material incorporated into the Works shall have a water-soluble sulfate content
less than 0.19%.
Sulfate content is typically not an issue for materials sourced from approved quarries. Therefore, for
quarried materials, the Administrator may elect to waive the requirement for sulfate testing.
For existing pavement materials that have been reclaimed for reuse, the original source may be
unknown. Therefore, where reclaimed materials are used, sulfate testing is typically required."
MRTS07B,6.3,Stabilising agents,11,12,"The stabilising agent shall comply with the relevant Specifications and standards given in Table 6.3.
The type, estimated content and specified spread rate of the stabilising agent to be used at specific
locations shall be as stated in Clause 9 of Annexure MRTS07B.1.
Table 6.3 – Stabilising agent requirements
Agents Relevant Technical Specification or Australian Standard
General Purpose (GP) cement Type GP cement that complies with AS 3972
General Blended (GB) cement Type GB fly ash blended cement that complies with AS 3972
Cementitious blend A blend of the following:
• GP cement, that complies with AS 3972
• Special Grade or Grade 1 fly ash that complies with
AS/NZS 3582.1
• Ground granulated blast furnace slag (GGBFS) complying
with AS 3582.2, and/or
• Hydrated lime complying with MRTS23 Supply and Delivery of
Quicklime and Hydrated Lime for Road Stabilisation.
Lime / fly ash blend A blend of the following:
• Hydrated lime complying with MRTS23 Supply and Delivery of
Quicklime and Hydrated Lime for Road Stabilisation, and
• Special Grade or Grade 1 fly ash that complies with
AS/NZS 3582.1
Each component of the stabilising agents shall comply with the relevant Technical Specification at the
time of mixing.
All of the stabilising agent components shall be completely, homogeneously and accurately
blended / mixed by a dedicated blending plant prior to delivery to the works. At the time of spreading
each component of the stabilising agent shall:
a) comply with the relevant Standard(s) and Technical Specification(s), and
b) not be more than three months old, measured from its date of manufacture to the time of
spreading, unless it has been retested for conformance within one month of use (up to a
maximum of six months old).
Where lime is used, the lime shall have an available lime index of not less than 80% from the time of
manufacture up to the time of spreading."
MRTS07B,6.4,Water,12,13,"Where possible, water used for insitu stabilisation works shall be ‘potable water’.
Water sources classified by the relevant water authority as ‘potable water’, shall be exempt from
any testing requirements.
Where 'potable water' is not available, the Administrator may consider water from other sources.
Unless otherwise accepted by the Administrator, any ‘non-potable water’ sources shall be tested.
In all cases, the water used shall contain less than 0.05% sulfates and be free from oil, acids, organic
matter and any other matter that could be deleterious to the mixture.
Marine water andrecycled water shall not be used for cement stabilisation.
The sources(s) of water shall not be changed without the written approval of the Administrator."
MRTS07B,7.1,General,13,13,"No material shall be incorporated into the works unless it has been demonstrated, to the
Administrator’s satisfaction, that the material to be used complies fully with the requirements of this
The Contractor is responsible for carrying out sufficient testing to ensure that the material complies
with the requirements of this Technical Specification. However, the Contractor's testing program shall
be such that the testing frequencies and number of tests are not less than those given in Clause 5.4.
The testing of individual samples shall be carried out in accordance with the Test Methods described
in Table 4. Testing frequencies and lot sizes shall be as per the requirements of Clause 5.4.
The material / sources used in the Contract shall be the same as those for material supplied as
samples or for which certificates of compliance with this Technical Specification are provided.
The costs associated with material compliance testing shall be deemed to be incorporated in the
relevant work items."
MRTS07B,7.2,Stabilising agents,13,13,"Sampling and testing shall be carried out in accordance with the relevant Standards and Technical
Specifications.
A certificate of test results demonstrating compliance of each of the constituents of the proposed
stabilising agent to the relevant Standards or Technical Specifications shall be provided for each load,
or part thereof, of stabilising agent."
MRTS07B,7.3,Water,13,13,"A certificate of test results demonstrating the compliance of each proposed water source shall be
provided."
MRTS07B,7.4,Unbound granular material,13,13,"Compliance testing of unbound granular material used to replace material not suitable for stabilisation
shall be carried out in accordance with the requirements of Clause 5.4.
Compliance testing of unbound granular material used for shape correction shall be carried out in
accordance with the requirements of Clause 5.4.
In all cases Type 2, Type 3 and Type 4 material shall also comply with MRTS05 Unbound Pavements."
MRTS07B,8,Construction,13,13,"Prior to acceptance (Clause 9.10), construction shall not proceed until the Administrator is satisfied
that the requirements covered from Clause 8.1 to Clause 8.7.5.5.3 and Clause 8.7.6 have been
adhered to by the Contractor. Hold Point 3"
MRTS07B,8.1,General,14,14,"Construction of the stabilised layer shown in the Drawings or otherwise specified in the Contract, shall
be completed as one layer.
The required design depth shall be stated in Clause 9 of Annexure MRTS07B.1.
The datum for measurement of the design depth (refer to Figure 8.6.10) shall be as stated in
Clause 10 of Annexure MRTS07B.1.
Details of measuring the actual thickness of stabilised layer is described in Clause 8.7.5.3.2."
MRTS07B,8.2,Program of works,14,14,"The Contractor shall submit the proposed program of the stabilisation works to the Administrator at
least 21 days prior to the commencement of stabilisation works, unless otherwise agreed to by the
Administrator.
Stabilisation works shall not be commenced until the program has been approved by the Administrator
(refer to Clause 5.2.2 and Hold Point 1)."
MRTS07B,8.3,"Site services, utilities, buildings and drainage",14,14,"A survey of the site to determine the location and depth of services, utilities, buildings and drainage
components shall be carried out prior to commencement of construction. The survey shall include
details of how these and plant and personnel on site shall be protected and how the stabilisation
works shall be completed without any detrimental effects to them. All such details shall be included in
the proposed construction procedure (refer to Clause 5.2.2).
Stabilisation works shall not commence until the survey has been completed and a copy of the report
provided to the Administrator. Hold Point 4"
MRTS07B,8.4,Allowable working time,14,15,"Compaction and trimming of the stabilised layer shall be completed within the allowable working time.
The allowable working time is measured from the commencement of the incorporation (i.e. mixing) of
the stabilising agent into the insitu material, to the completion of compaction and trimming of the
stabilised layer (excluding static multi-tyre rolling).
The maximum allowable working time shall be stated in Clause 9 of Annexure MRTS07B.1. If no such
value is given, it shall be two hours.
Alternatively, the allowable working time may be determined by the Contractor prior to commencement
of insitu stabilisation using Test Method Q136A. For Test method Q136A, the Contractor shall adopt
the following:
• type of stabilising agent nominated in Clause 9 of Annexure MRTS07B.1
• blend ratio of the stabilising agent nominated in Clause 9 of Annexure MRTS07B.1
• estimated stabilising agent content nominated in Clause 9 of Annexure MRTS07B.1
• Contractor’s proposed source(s) of stabilising agent(s)
• Contractor’s proposed source of water, and
• existing pavement materials blended with the Contractor’s proposed unbound granular import
materials as appropriate.
All test results shall be reported to the Administrator. Hold Point 5"
MRTS07B,8.5.1,General,15,15,"The construction process shall be based on either a process requirement or a product standard. The
method for this Contract shall be as stated in Clause 9 of Annexure MRTS07B.1. Where not so stated
in the Annexure, product standard shall apply."
MRTS07B,8.5.2,Construction based on process requirements,15,15,"If a process requirement is specified in Clause 9 of Annexure MRTS07B.1 construction shall:
a) incorporate the methodology and construction of trial sections in accordance with the
requirements of Clauses 8.5.2.1 and 8.5.2.2
b) comply with the construction requirements stated in Clause 8.6, and
c) comply with the product standards stated in Clause 8.7 except that compaction testing shall
not be required on completed works other than trial sections, provided that the Contractor
uses the same construction plant, process and methodology as that used for the trial section."
MRTS07B,8.5.2.1,Methodology,15,15,"Each section of the Works with a unique combination of stabilising agent type, stabilising agent spread
rate, material(s) to be stabilised and depths shall be identified as a separate area for construction.
A trial section shall be constructed for each separate area for construction in accordance with the
requirements of Clause 8.5.2.2.
The compaction of each trial section shall be tested in accordance with Clause 5.4 and checked for
compliance with Clause 8.7.4. If the minimum characteristic value of the relative compaction results for
the trial section is not less than the value specified in Clause 8.7.4, no further compaction testing shall
be carried out for the balance of the area for construction that is represented by that trial section,
provided that the same construction plant, processes and methodology is used to construct the
remaining area as that used for the construction of the trial section.
If the minimum characteristic value of the relative compaction results for the trial section is less than
the value specified in Clause 8.7.4, the trial section shall be rectified so that it complies with this
accordance with this Clause 8.5.
Construction based on a process requirement and a trial shall not be used for the balance of the
Works without approval of the Administrator. Hold Point 6"
MRTS07B,8.5.2.2,Trial section,15,15,"A trial section shall be constructed using the same construction plant, processes and methodology
that are proposed to be used for the remainder of the works represented by the trial section.
Witness Point 1
A trial section shall be at least 100 metres long and three metres wide and include a longitudinal joint.
All operations, testing, etc. required by this Technical Specification, including compaction testing, shall
be used in the construction and testing of a trial section."
MRTS07B,8.5.3,Construction based on product standards,16,16,"If a product requirement is specified in Clause 9 of Annexure MRTS07B.1 construction shall:
a) comply with the construction requirements stated in Clause 8.6, and
b) comply with the product standards stated in Clause 8.7."
MRTS07B,8.6.1,Removal and disposal of material not suitable for stabilisation (if required),16,16,"Material not suitable for stabilisation shall include:
a) Any particle or conglomeration, that exists after preliminary pulverisation, with a dimension
greater than 75 mm along any axis.
b) Any material(s) deemed unsuitable by the Administrator, which may include:
i. concrete
ii. cement treated patches, and
iii. asphalt patches where the total asphalt thickness is greater than 50 mm, and
c) Any additional requirements as stated in Clause 4 of Annexure MRTS07B.1.
At least seven days prior to the date shown in the Contractor’s program of works for the removal of
material not suitable for stabilisation, the Administrator will mark out patches and / or identify
unsuitable materials that are to be removed and replaced.
Where material not suitable for stabilisation is encountered, the volume to be removed shall be agreed
with the Administrator prior to commencing removal and replacement of the material. Witness Point 2
Material that is unsuitable for stabilisation shall be removed and disposed of in accordance with
Clause 10 MRTS01 Introduction to Technical Specifications.
New material conforming to the requirements stated in Clause 6.1 shall be used to replace the
material removed. It shall be spread, compacted and trimmed to the alignment, heights and shapes
specified in the Drawings or Contract for the completed work.
Compaction of the new material shall be administrated through either product requirement
(Clause 9.3) and/or process requirement (Clause 9.2). This shall be approved by the Administrator.
The minimum characteristic value of the relative compaction results shall not be less than 100%.
This compaction testing requirement is not applicable if the layer thickness is less than 100 mm."
MRTS07B,8.6.2,Preliminary pulverisation,16,17,"The materials to be stabilised shall be pulverised in accordance with the requirements of this clause.
One pass of a stabiliser hooked-up to a fully laden water truck shall be undertaken to pulverise the
materials to be stabilised.
The pulverisation pass shall be undertaken to a depth that is 50 mm less than the design depth
(50 mm above the lower reference level). Witness Point 3
Preliminary pulverisation shall occur:
a) after the removal and replacement of material deemed by the Administrator as material not
suitable for stabilisation
b) prior to the addition of shape correction (or overlay) material, and
c) prior to the addition of the stabilising agent.
The pulverisation pass shall be undertaken with the incorporation of moisture from the water truck
hooked-up to the stabiliser.
The incorporation of moisture during the pulverisation pass allows the insitu materials to be pre-
conditioned (in particular, those insitu materials with higher water absorptions).
Typically, 0.2 – 0.5% moisture rate through the stabiliser for the pulverisation pass.
Where the insitu materials has a relatively higher moisture content at the time of insitu stabilising,
the addition of moisture during the pulverisation pass may not be required to pre-condition the
materials.
Any additional patches identified during preliminary pulverisation as material not suitable for
stabilisation and accepted by the Administrator as being material not suitable for stabilisation, shall be
removed and replaced as specified in Clause 8.6.1.
Any particle or conglomeration with a dimension greater than 75 mm along any axis shall be removed
from the pulverised material and the voids made good prior to stabilisation. Voids shall be made good
either by using either new material in accordance with Clause 6.1 or excess pulverised material that is
both adjacent to the void and suitable for stabilisation."
MRTS07B,8.6.3,Additional material for shape correction (if required),17,17,"The shape of the pavement shall be corrected after the preliminary pulverisation and prior to the
importation of any shape correction (or overlay) material, unless otherwise agreed to by the
Administrator.
Additional material required for shape correction shall be as specified in Clause 6.2 and shall be
spread after preliminary pulverisation has been completed. It shall be spread onto the surface of the
pavement to a shape suitable for stabilisation and compacted and trimmed to the alignment, heights
and shapes specified in the Drawings or Contract.
Compaction of the additional material required for shape correction shall be administrated through
either process requirement (refer Clause 9.2) and / or product requirement (refer to Clause 9.3). This
shall be approved by the Administrator. The minimum characteristic value of the relative compaction
results shall not be less than 100%. This compaction testing requirement is not applicable if the layer
thickness is less than 75 mm."
MRTS07B,8.6.4,Compacting and trimming of the surface prior to spreading of the stabilising agent,17,17,"Prior to spreading of the stabilising agent, the surface shall be shaped, compacted and trimmed to a
degree that is sufficient to facilitate stabilisation specified in the Contract. Witness Point 4"
MRTS07B,8.6.5,Stabilising agent equipment,18,18,"Stabilising agent shall be transported, stored and spread using equipment that is both waterproof and
watertight. Equipment used to transfer the stabilising agent shall also be waterproof during the transfer
process. All such equipment shall be emptied, cleaned and dried prior to the introduction of each type
of stabilising agent to be used in the stabilisation works.
The stabilising agent shall be spread using a purpose-built calibrated spreader. The stabilising agent
and water shall be incorporated into the material using a stabiliser.
Where a stabiliser with a calibrated integrated spreader is nominated (refer to Clause 5 of
Annexure MRTS07B.1), the stabilising agent shall be incorporated directly into the material to be
stabilised."
MRTS07B,8.6.6,Spreading of stabilising agent,18,18,"The stabilising agent shall be uniformly spread over the insitu material at a controlled rate (mass per
unit area, kg/m²).
The maximum amount of stabilising agent to be spread in one pass shall be 20 kg/m² to avoid
wastage. The number of passes shall be calculated to comply with this requirement.
Traffic shall be stopped during spreading of stabilising agent if wind direction is such that airborne
cementitious blends are impeding through traffic.
At the start of each individual spreading run, the surface spread rate of the stabilising agent shall be
determined using the surface spread rate Test Method Q719. The surface spread rate test shall be
carried out within a distance of 35 m from the start of each individual spreading run. After the purpose-
built calibrated spreader / integrated spreader has spread over the mat or tray/s, the spreader shall be
halted, the actual spread rate measured, and this result compared with allowable tolerances specified
in Clause 8.7.2.3. If the spread rate result is within the allowable tolerance, the spreader shall be
allowed to complete the run. If the spread rate result is outside the allowable tolerance, additional
surface spread rate tests shall be repeated in 35 m intervals until the measured surface spread rate
result is within the tolerance stated in Clause 8.7.2.3. The Contractor shall undertake corrective action
in the area which has nonconforming surface spread rates. Witness Point 5
Additional surface spread rate tests at other locations (for example middle and/or end of a run) shall
be conducted upon the request of the Administrator.
Once the stabilising agent has been spread, no traffic, other than the construction plant employed for
the stabilisation work, shall travel over it.
All surface spread rate test results shall be recorded and included in the Contractor’s quality records
(refer to Clause 9.5)."
MRTS07B,8.6.7,Time between spreading and mixing,18,18,"The maximum allowable time between spreading the stabilising agent and incorporation into the insitu
material shall be as stated in Clause 9 of Annexure MRTS07B.1. Where no such time is stated in the
Annexure, the maximum time between spreading and mixing shall be 60 minutes."
MRTS07B,8.6.8.1,General,19,19,"Incorporation of the stabilising agent shall be achieved using the stabiliser. The stabiliser shall be
hooked-up to a fully laden water truck to allow for the incorporation of moisture.
The incorporation of moisture together with the stabilising agent allows the insitu materials to be
pre-conditioned (in particular, those insitu materials with higher water absorptions).
Through the incorporation pass(es), the Contractor should target incorporating approximately 50%
of the required total moisture needed to achieve the specified moisture ratio (refer to Clause 8.7.3).
Where the insitu materials has a relatively higher moisture content at the time of insitu stabilising,
the addition of moisture during the incorporation pass(es) may not be required to pre-condition the
materials.
The Contractor shall ensure that no excess stabilising agent is spilt into the adjoining section during
the spreading and incorporation passes. This shall be achieved by:
a) ensuring the stabiliser slows down as it approaches the limit of the section, and
b) any excess stabilising agent which is spilt into the adjoining section is spread by the grader back
into the section which is currently being stabilised."
MRTS07B,8.6.8.2,Single incorporation pass and final moisture incorporation pass,19,19,"Where a single pass is required to spread the ordered amount of stabilising agent specified in
Clause 8.7.2.1, at least two mixing passes shall be undertaken.
The first (and only) incorporation pass of the stabilising agent shall be to a depth that is 50 mm less
than design depth (50 mm above the lower reference level) in accordance with Clause 8.6.8.1.
Compacting, shaping, and trimming of surface prior to the final moisture incorporation pass shall be
undertaken in accordance with Clause 8.6.9.
The final moisture incorporation pass shall be to a depth specified by the target depth (to ensure
mixing to the lower reference level) in accordance with Clause 8.6.10."
MRTS07B,8.6.8.3,Multiple incorporation passes,19,19,"Where more than one pass is required to spread the ordered amount of stabilising agent specified in
Clause 8.7.2.1, the stabilising agent be incorporated into the material after each spreading pass.
All incorporation passes of the stabilising agent shall be to a depth that is 50 mm less than design
depth (50 mm above the lower reference level) in accordance with Clause 8.6.8.1.
Compacting, shaping, and trimming of surface between multiple incorporation passes shall be
undertaken as per Clause 8.6.8.4.
Compacting, shaping, and trimming of surface prior to the final moisture incorporation pass shall be
undertaken as per Clause 8.6.9.
The final moisture incorporation pass shall be to a depth specified by the target depth (to ensure
mixing to the lower reference level) in accordance with Clause 8.6.10."
MRTS07B,8.6.8.4,Compaction and shaping of surface between incorporation passes,20,20,"Adequate compaction shall be completed after each application of stabilising agent has been
incorporated into the materials to be stabilised as stated in Clause 8.6.8.3. This shall be carried out
using a roller that can achieve relatively uniform compaction over the depth of the stabilised layer. The
compacted surface shall be adequately shaped to the specified crossfall to allow for subsequent
spreading of the stabilising agent."
MRTS07B,8.6.9,Compaction and trimming of surface prior to the final moisture incorporation pass,20,20,"Prior to the final moisture incorporation pass, the surface level shall be compacted and shaped to the
specified crossfall. Surface level heights higher than specified in the Drawings or Contract after
compaction and shaping due to the effects of ‘bulking’ shall be uniform and shall be identified. In this
case, the difference in height between specified in the Drawings or Contract and attained (bulking)
shall be added to the design depth to determine the stabilising target depth for the final moisture
incorporation pass (refer to Figure 8.6.10). Witness Point 6
Alternatively, the surface shall be shaped, compacted and trimmed to the alignment, height and
crossfall specified in the contract documents prior to the final moisture incorporation pass."
MRTS07B,8.6.10,Final moisture incorporation pass,20,21,"The distribution of the stabilising agent and water shall be uniform throughout the entire layer depth for
the area stabilisation. The moisture content shall be adjusted as necessary during the wet
incorporation process to achieve the moisture ratio stated in Clause 8.7.3. The target depth shall
ensure mixing to the lower reference level whereby meeting the requirements of Clause 8.7.5.3.
Unless otherwise approved by the Administrator, water shall be added by means of a controlled
pressure feed distribution system located inside the mixing chamber of the stabiliser. This system shall
be capable of spraying varying rates across its width.
Where test results or visual inspection by the Administrator indicates that any of the requirements
stated in this clause have not been met, additional mixing passes shall be carried out to improve the
uniformity of the:
a) materials to be stabilised
a) distribution of the stabilising agent, and
b) distribution of water.
No additional or separate payment shall be made for any additional passes ordered by the
Administrator.
Figure 8.6.10 – Target depth sketch
Bulking height
FSL
Pulverisation &
Target depth =
stabilising agent
incorporation Design depth Bulking height
+
depth
Design depth
50mm
LRL
Design depth – as specified in the construction drawings and contract documents.
FSL : Finish Surface Level
LRL : Lower Reference Level
Pulverisation and Target depth
Bulking after incorporation
incorporation of on the final moisture
of stabilising agent
stabilising agent incorporation pass
After surface compaction and
trimming, the materials will
Preliminary pulverisation Mixing depth required on the
change in volume due to
and incorporation of final pass by the stabiliser to
incorporation of the stabilising
stabilising agent shall be reach the LRL shall account
agent."
MRTS07B,50,mm less than the design for the additional bulking,21,21,"The bulking height above FSL
depth. above the FSL.
needs to be identified and
added to the design depth."
