mrts,clause_id,title,page_start,page_end,text
MRTS30,5.2,Submission of Asphalt,12,12,Quality Plan (7 days)
MRTS30,7.2.5,1. Recommencement of,12,12,"production after
nonconforming Tensile
Strength Ratio"
MRTS30,7.3.3,Submission of Asphalt,12,12,"Mix Design Certificate
(7 days)"
MRTS30,7.4.1,2. Incorporation of asphalt,12,12,"into the Works
3. Acceptance of a
nonconforming or
nonstandard mix
design for incorporation
into the Works"
MRTS30,8.2.2,4. Approval to place 1. Proof rolling of,12,12,"asphalt over weak substrate
substrate"
MRTS30,8.2.4,3. Marking out the areas,12,12,"on which strain
alleviating fabric strips
are to be applied"
MRTS30,8.6.2,5. Approval to place,12,12,"asphalt at a
nonconforming layer
thickness"
MRTS30,8.7,6. Approval to place,12,12,"asphalt at a
nonconforming
pavement temperature"
MRTS30,8.11,7. Placing of the,12,12,"nominated mix (after
placement trial)"
MRTS30,5.2,Asphalt quality plan,13,13,"The Contractor must develop an Asphalt Quality Plan (AQP) for the asphalt work in accordance with
the requirements of Clause 5 of MRTS50 Specific Quality System Requirements. In addition to these
requirements, the plan must include the documents shown in Table 5.2. The AQP must be submitted
to the Administrator for consideration at least seven days prior to work commencing and must be
implemented. Milestone
It is anticipated that the initial submission of the AQP will establish the structure for asphalt works
for the remainder of the Contract. However, it is expected that ongoing updates to the AQP will be
required to reflect changes in the work methodology that are associated with progress of the works
under the Contract.
In this sense, the AQP is considered to be a ‘living’ document.
Table 5.2 – Asphalt quality plan (AQP) requirements
Clause Planning Documents"
MRTS30,5.4,"& 5.6 Inspection and test plan (ITP), including methods and frequencies of sampling,",13,13,"methods and frequencies of testing, verification checklists, and timeframe for
submission of test results
MRTS50 Asphalt materials - for each constituent material, lot / stockpile size, method of
Clause 7 defining each lot and allocating a unique lot number"
MRTS30,7.1,"Procurement, handling and storage of each constituent material",13,13,Nominated particle size distribution and tolerances for each constituent aggregate
MRTS30,7.3,"Development, certification and registration of the nominated mix design",13,13,"MRTS50 Asphalt production – for each nominated mix, the method of defining each lot and
Clause 7 allocating a unique lot number"
MRTS30,7.4,"Calibration of the asphalt manufacturing plant, including all weigh scales,",13,13,"flowmeters and thermometers
Process control, including plant operating instructions, key temperature targets and
records, and responses to process control charts
Acquisition, storage and handling of binder, including identification and prevention
of segregation and/or contamination
Control of plant feed proportions, including regular checks on grading and moisture
content
Daily asphalt manufacturing plan to ensure timely and uninterrupted progress on
site"
MRTS30,7.5,"Loading, delivery and unloading procedures that maintain adequate mix",13,14,"temperature and do not interrupt progress of the paving train
MRTS50 Asphalt placement - for each paving and related activity, the method of defining
Clause 7 each lot (including length, width, area and location) and allocating a unique lot
number
Clause Planning Documents"
MRTS30,8,"Process control for surface preparation, tack coating, placing, joint construction,",14,14,"compaction and clean-up, including plant operating instructions, key temperature
targets and records, patterns for paving and compaction operations, and process
monitoring"
MRTS30,8.6.2,Work method for placing corrective courses and tie-ins in nonconforming,14,14,thicknesses (where applicable)
MRTS30,5.3,Conformance requirements,14,14,"The conformance requirements which apply to asphalt lots covered by this Technical Specification are
summarised in Clauses 7.1, 7.2 and 9.
The Contractor shall verify conformance with this Technical Specification by sampling and testing and
providing records of process control."
MRTS30,5.4.1,General,14,14,"Compliance testing shall be carried out for each lot.
The Contractor is responsible for performing sufficient tests to ensure that the asphalt complies with
this Technical Specification and requirements of the Contract.
However, the Contractor’s testing program shall be such that the testing frequencies and number of
tests are not less than those specified in Tables 5.4.1(a), 5.4.1(b), 5.4.1(c) and 5.4.1(d).
Minimum testing frequencies for constituent materials are nominated in the relevant constituent
material specification (i.e., MRTS17 Bitumen and Multigrade Bitumen, MRTS18 Polymer Modified
Binder (including Crumb Rubber), MRTS101 Aggregates for Asphalt, MRTS102 Reclaimed Asphalt
Pavement Material and MRTS103 Fillers for Asphalt).
Table 5.4.1(a) – Minimum frequency for sampling and testing asphalt
Quantity of Asphalt Supplied Minimum Testing Frequency Minimum Number of Tests
in each Shift (tonnes)
≤ 10 – 01"
MRTS30,21,– 100 – 1,14,15,"101 – 500 – 23
Quantity of Asphalt Supplied Minimum Testing Frequency Minimum Number of Tests
in each Shift (tonnes)
501 – 1000 1 per 250 tonnes 3
1001 – 2100 1 per 350 tonnes 5
> 2100 1 per 500 tonnes 6
Notes:"
MRTS30,2,Testing for air voids in laboratory compacted specimens is not required unless the binder content and grading,15,15,results for the mix do not comply with the job mix limits or testing is ordered by the Administrator.
MRTS30,3,The first sample shall be taken from within the first 40% of asphalt produced and the second sample from,15,15,"within the last 40% of asphalt produced for the lot.
Table 5.4.1(b) – Asphalt production
Test Method / Minimum Testing
Clause Property
Procedure Frequency"
MRTS30,7.1.5,Filler in asphalt – Voids in dry AS/NZS 1141.17 Monthly for each mix design,15,15,compacted filler (combined filler)
MRTS30,7.1.5,Filler in asphalt - Methylene AS 1141.66 Monthly for each mix design,15,15,"blue value for the combined that contains materials which
filler (excluding hydrated lime) have a methylene blue value
> 10 mg/g and ≤ 18 mg/g.
Three monthly for each mix
design that contains materials
which have a methylene blue
value ≤ 10 mg/g"
MRTS30,7.1.5,Filler in asphalt - Methylene AS 1141.66 Monthly for mix designs that,15,15,"blue value for the combined contain materials which have a
filler methylene blue value for the
combined filler (excluding
hydrated lime) > 10 mg/g"
MRTS30,7.2.2,"Air voids in laboratory AS/NZS 2891.2.2, As per Table 5.4.1(a)",15,15,"compacted specimens: AS/NZS 2891.7.1,
120 cycles gyratory compaction AS/NZS 2891.9.2
and Q311 or
or
AS/NZS 2891.8"
MRTS30,50,"blows per face Marshall Q305,",15,16,"compaction AS/NZS 2891.7.1,
(Dense graded asphalt only) AS/NZS 2891.9.2
and Q311 or AS/NZS
2891.8
Test Method / Minimum Testing
Clause Property
Procedure Frequency"
MRTS30,7.2.2,"Air voids in laboratory AS/NZS 2891.2.2, 1 per lot",16,16,"compacted specimens1: AS/NZS 2891.7.1,
350 cycles gyratory compaction AS/NZS 2891.9.2,
and Q311 or
(Heavy duty dense graded
AS/NZS 2891.8
asphalt only - where
conformance with the
requirements of Table 7.2.2 is
assessed using gyratory
compaction)"
MRTS30,7.2.2,"Air voids in laboratory Q305, As per Table 5.4.1(a)",16,16,"compacted specimens AS/NZS 2891.7.1,
(Stone mastic asphalt only) AS/NZS 2891.9.2 or
Q306C
and Q311 or
AS/NZS 2891.8"
MRTS30,7.2.2,"Air voids in laboratory Q305, As per Table 5.4.1(a)",16,16,"compacted specimens AS/NZS 2891.7.1,
(Open graded asphalt only) AS/NZS 2891.9.3
and Q311 or
AS/NZS 2891.8"
MRTS30,7.2.5,Tensile strength ratio ATM 232 For each mix design and plant,16,16,"(Dense graded asphalt only) combination, once as part of the
first lot incorporated into the
Works and every 5000 tonnes
thereafter2,3"
MRTS30,7.2.7,"Deformation resistance (Heavy ATM 231 For each AC10H, AC14H and",16,16,"duty dense graded asphalt only AC20H mix design, once as part
- where conformance with the of the first lot incorporated into
requirements of Table 7.2.2 is the Works, and
assessed using Marshall every 10,000 tonnes thereafter4
compaction)"
MRTS30,7.2.11,"Mix volume ratio Q318 For each mix design, once as",16,16,"(Stone mastic asphalt only) part of the first lot incorporated
into the Works and every 5000
tonnes thereafter2,5"
MRTS30,7.4.6,Production temperature of The Contractor's Frequency to be nominated in,16,16,"asphalt documented the Contractor' ITP
procedure
Dispatch temperature of asphalt The Contractor's Each delivered load"
MRTS30,1,Testing is not required for mixes where Marshall compaction is used to demonstrate the asphalt mix complies,16,16,with the requirements of Table 7.2.2.
MRTS30,3,A reduced testing frequency may apply to mix designs that have a demonstrated history of conformance with,16,16,"this test property. Testing frequencies that apply to these mix designs will be identified on the asphalt mix
design register."
MRTS30,5,Testing shall also be completed for each particle size distribution nonconformance on the 4.75 mm test sieve for,16,17,"SMA14 and 2.36 mm test sieve for SMA10.
Table 5.4.1(c) – Asphalt placement
Clause Property Test Method / Minimum Testing
Procedures Frequency"
MRTS30,8.7,Pavement surface The Contractor’s One measurement,17,17,temperature documented procedure every 2 hours
MRTS30,8.8,Temperature of asphalt at The Contractor’s Each delivered load,17,17,initial compaction documented procedure
MRTS30,9.1,Homogeneity Visual assessment Each lot,17,17,"Table 5.4.1(d) – Finished pavement
Clause Property Test Method Lot Size Minimum Minimum
Number of Testing
Tests Frequency"
MRTS30,8.11,Bulk density AS 1289.1.4.2 All First lot N/A,17,17,"(mat) AS/NZS 2891.1.2 incorporated
(Open graded and into the works:
asphalt only) AS/NZS 2891.9.3 5 per layer"
MRTS30,9.2,Insitu air voids AS/NZS 2891.1.2 ≤ 50 m² 01 per layer N/A,17,17,"(mat) AS/NZS 2891.9.2,"
MRTS30,51,– 500 m² 3 per layer N/A,17,17,"(Dense graded Q306C, Q306E or
asphalt only) AS/NZS 2891.14.2 501 – 1000 m² 4 per layer N/A
AS/NZS 2891.7.1
1001 – 5000 m² 5 per layer 1 per 500 m²
and Q311 or
per layer
AS/NZS 2891.14.5
> 5000 m² 10 per layer 1 per 1000 m²
per layer
Insitu air voids AS/NZS 2891.1.2 ≤ 50 m² 01 per layer N/A
(mat)
Q306C or Q306E"
MRTS30,51,– 500 m² 3 per layer N/A,17,17,"(Stone mastic
AS/NZS 2891.7.1
asphalt only) 501 – 1000 m² 4 per layer N/A
and
9.2
Q311 or AS/NZS 1001 – 5000 m² 5 per layer 1 per 500 m²"
MRTS30,2891.8,per layer,17,17,"> 5000 m² 10 per layer 1 per 1000 m²
per layer
Surface texture ATM 250 ≤ 50 m² 01 per layer N/A
depth"
MRTS30,9.3,asphalt only) 501 – 1000 m² 4 N/A,17,17,"1001 – 5000 m² 5 1 per 500 m²
> 5000 m² 10 1 per 1000 m²
Vertical levels Survey
(where level"
MRTS30,9.4.2.2,For each course – as per MRTS56 Construction,17,18,"control is
specified)
Clause Property Test Method Lot Size Minimum Minimum
Number of Testing
Tests Frequency
Layer thickness Clause 9.4.2.4(a) One calculation per lot where thickness control is
(average) specified
Layer thickness Clause 9.4.2.3(b) a) coring: as specified for insitu air voids, or
(individual
b) measured dips: for each layer – three points on"
MRTS30,9.4.2.3,locations) cross section per 20 lineal metres.,18,18,"Applications:
• layers where thickness control is specified and
the layer is placed over one or more layers
placed by the Contractor"
MRTS30,9.4.3,Horizontal Contractor's For each layer – one test per 20 lineal metres at,18,18,"position documented shoulder edge, lane lines and other changes in grade
procedure (where applicable)"
MRTS30,9.5,Surface shape Q7123 a) within lane: one per 20 metres along each paver,18,18,"(completed run, unless otherwise approved by the
course level)
Administrator2. Measurements shall be taken in
both the transverse and longitudinal directions.
b) longitudinal joint: one per 20 lineal metres
along each joint, unless otherwise approved by
the Administrator2.
c) transverse joint: one measurement per joint in
each wheel path in each lane.
For all joints located within the works, place the
straightedge on the road surface perpendicular to the
joint. With the end of the straightedge directly over
the joint, gradually move the straightedge across the
joint for its full length and identify the point on the
road surface that produces the largest deviation
under the straightedge (between two points of
contact). Record the deviation at this point.
For all joints that tie the new works to existing
pavement (not constructed under the Contract), place
the straightedge on the road surface perpendicular to
the joint. With the end of the straightedge directly
over the joint and the other end located within the
works, record the largest deviation under the
straightedge (between two points of contact)."
MRTS30,9.6,"Road Q708B, Q708C, or The lot length shall be 100 m.",18,18,"roughness Q708D
Notes:"
MRTS30,2,The Administrator may approve the adoption of a reduced testing frequency of 1 per 50 m in ‘mid-block’,18,18,"applications (i.e., areas of asphalt not located in the vicinity of intersections, roundabouts, steep grades
and/or sharp curves). NATA accreditation is not required for this test."
MRTS30,3,This testing is exempt from the requirement for NATA accreditation or Construction Materials Testing (CMT),18,18,"registration
Where a minimum frequency of testing has not been specified, the Contractor shall nominate an
appropriate testing frequency in accordance with Clause 8.5 of MRTS50 Specific Quality System
Requirements."
MRTS30,5.4.2.1,General,19,19,"The Contractor shall nominate all sampling locations, frequencies and test methods in the AQP.
For the determination of insitu air voids and thickness of cores, sampling locations shall be selected
using random stratified methods in accordance with AS 1289.1.4.2.
For the determination of levels, horizontal position, thickness (by dip readings) and deviation from a
three metre straightedge, sampling locations shall be selected using the minimum nominated
frequency.
Asphalt samples must be taken in accordance with AS/NZS 2891.1.1 or AS 2891.1.2 as appropriate."
MRTS30,5.4.2.2,Sub-lotting,19,19,"In addition to the requirements of MRTS50 Specific Quality System Requirements, and unless
otherwise specified or agreed with the Administrator, boundaries of sub-lots represented by individual
tested samples are deemed to be the midpoint between the adjacent sample locations.
Sub-lotting should be undertaken, where necessary, to reflect portions of work that are essentially
uniform in their construction with testing that demonstrates compliance with the relevant Technical
Specification(s), including MRTS50 Specific Quality System Requirements."
MRTS30,5.4.3,Sampling and testing requested by the Administrator,19,19,"When the Administrator requests loose asphalt samples for testing, the Contractor must riffle and/or
quarter the samples.
All samples, including core samples, must be delivered in sealed and labelled containers identifying
the following:
• lot number
• sample description
• sampler
• date produced and/or laid
• date sampled, and
• any other quality system references, as appropriate."
MRTS30,5.5,Maximum lot size,19,20,"The maximum lot size shall consist of:
• asphalt of the same nominal size manufactured and supplied from the same plant to the same
registered mix design
• material that is essentially homogeneous and manufactured, placed and compacted under
essentially uniform conditions
• asphalt placed during a single work shift, and
• multiple layers of asphalt provided that the minimum testing frequencies are observed, and the
tonnage of asphalt in each layer and the conformance of each layer are recorded separately.
Multiple layers may be placed in a single lot, however in this instance it would generally be
considered that inherent variance in the placement process would support classification of each
layer as a sub-lot for conformance purposes.
The minimum number of tests shall be applied at the minimum testing frequency given in
Table 5.4.1(d).
To achieve the requirements for air voids and layer thickness measurement, the Contractor may
elect to deep core the full thickness of asphalt placed in the lot at the completion of the final layer of
the lot. In this instance, it is accepted that random stratification will not vary between layers,
however care must be taken in reporting results to ensure that the layers are appropriately
recorded and described for future reference."
MRTS30,5.6,Time for submission of test results,20,20,"For each lot, the Contractor shall report to the Administrator:
a) within one working day of completing asphalt placement - preliminary test results for binder
content, combined particle size distribution and air voids in laboratory compacted mix
b) within three working days of completing asphalt placement - preliminary test results for insitu
air voids, layer thickness and vertical level tolerance and horizontal position
c) within seven days of completing asphalt placement – preliminary test results for moisture
sensitivity and mix volume ratio (where applicable), and
d) within 21 days of completing asphalt placement – preliminary test results for deformation
resistance (where applicable)."
MRTS30,5.7,Process control,20,20,"The Contractor shall employ a capable process and implement process control in accordance with or
exceeding the requirements of AP-PWT15 - Asphalt Production Process Control."
MRTS30,5.8,Nonconformances,20,20,"If a lot fails to conform to this Technical Specification, such failure will constitute a nonconformance
under the Contract.
If a nonconformance is not accepted in accordance with the requirements of the Contract, the
Contractor shall rectify or replace the lot so that the asphalt conforms to the requirements of this
Engineering judgement should be applied when evaluating nonconformances on a case-by-case
basis."
MRTS30,6,Asphalt contractor prequalification,21,21,"Asphalt shall be manufactured, placed and compacted by a prequalified asphalt contractor (PAC). At
least seven days before asphalt is to be incorporated into the Works, the Contractor shall notify the
Administrator in writing of the identity and address of the PAC(s) who will undertake the manufacture,
placement and compaction of asphalt that will be incorporated into the Works.
Stone mastic asphalt shall be manufactured, placed and compacted by an A4 Prequalified Asphalt
Contractor. A contractor holding a lower prequalification level shall not be used for the manufacture,
placement or compaction of stone mastic asphalt.
The criteria for asphalt contractor prequalification are detailed in the Transport Infrastructure Project
Delivery System (TIPDS) Manual, Volume 3.
The Department of Transport and Main Roads maintains a Contractor prequalification register on
its website. Administrators can check the prequalification status of a particular Contractor using this
register."
MRTS30,7.1.1,General,21,21,"All materials used in the manufacture of asphalt must comply with the requirements of this Technical
Specification and maintain an essentially uniform appearance for the duration of the Works."
MRTS30,7.1.2,Coarse aggregate,21,21,Coarse aggregate must comply with MRTS101 Aggregates for Asphalt.
MRTS30,7.1.3,Fine aggregate,21,21,"Fine aggregate must comply with MRTS101 Aggregates for Asphalt.
Additionally, the proportion of recycled glass fine aggregate shall not exceed the following limits:
• 2.5% by mass of total mix in the surfacing course
• 10% by mass of total mix in courses other than the surfacing course.
Recycled glass fine aggregate shall not be used in open graded and stone mastic asphalt.
Fine aggregates for stone mastic asphalt are typically crushed. Use of natural (i.e., not crushed)
sand should be minimised where possible."
MRTS30,7.1.4,RAP material,21,21,"RAP material may be utilised in dense graded asphalt and must comply with MRTS102 Reclaimed
Asphalt Pavement Material. RAP material shall not be utilised in stone mastic and open graded
asphalt."
MRTS30,7.1.5,Filler,22,22,"The total filler in asphalt comprises the combined fractions of fines produced from the crushing of
aggregates and any added filler which passes the 0.075 mm test sieve.
Filler must meet the following requirements:
a) added filler must comply with MRTS103 Fillers for Asphalt
b) the combined filler must have voids in dry compacted filler determined in accordance with
AS/NZS 1141.17 that comply with the following requirements:
i. 40% or greater for dense graded asphalt, and
ii. 38% or greater for stone mastic asphalt and open graded asphalt.
c) methylene blue value of the combined filler in asphalt (excluding hydrated lime) determined in
accordance with AS 1141.66 must not exceed 18 mg/g. Where the methylene blue value of
the combined filler in asphalt (excluding hydrated lime) exceeds 10 mg/g, the methylene blue
value of the combined filler in asphalt (including hydrated lime) must not exceed 10 mg/g."
