mrts,clause_id,title,page_start,page_end,text
MRTS10,6.1,Unbound pavement material,12,12,"The nominated Stabilised Mix Design Certificate [refer Hold Point 3] shall state the standard of
unbound pavement material to be incorporated into the lightly bound material.
The Contractor shall not incorporate unbound pavement material into the works unless it has been
demonstrated that the unbound pavement material lot conforms fully to the requirements of
MRTS05 Unbound Pavements. Hold Point 2 Such conformance results shall be no more than
six months old.
The unbound pavement material to be stabilised shall be provided by a supplier registered and
operated in accordance with the Transport and Main Roads Quarry Registration System requirements
as per the Stabilised Mix Design Certificate."
MRTS10,6.2,Stabilising agent,12,13,"The constituents incorporated into the stabilising agent (binder) to be used in the works shall comply
with the requirements of Table 6.2. The stabilising agent type, the proportion of each constituent and
the supplier to be used shall be in accordance with the nominated Stabilised Mix Design Certificate
[refer Hold Point 3].
Table 6.2 – Stabilising agent constituents
Constituent Type Specification
Cement GP or GB AS 3972
Fly Ash Special Grade or Grade 1 AS/NZS 3582.1
Ground granulated blast-
- AS 3582.2
furnace slag (GGBFS)
MRTS23 Supply and Delivery
Hydrated Lime - of Quicklime and Hydrated
Lime for Road Stabilisation
All of the components of the stabilising agent shall be completely, homogeneously and accurately
blended before they are incorporated into the unbound pavement material. At the time of mixing the
stabilising agent with the unbound pavement material, each component of the stabilising agent shall
not be more than three months old, measured from its date of manufacture to the time of blending,
unless it has been retested for conformance within one month of use.
Bagged stabilising agent sourced from retailers (such as hardware stores) shall not be used."
MRTS10,6.3,Chemical admixtures,13,13,"Where stated on the nominated Stabilised Mix Design Certificate [refer Hold Point 3] chemical
admixtures are to be incorporated into the lightly bound material.
Admixtures shall comply with and be used in accordance with AS 1478.1."
MRTS10,6.4,Cement slurry,13,13,"Where required under Clause 8 of this Technical Specification a cement slurry shall be applied
between plant-mixed lightly bound pavement layers. In these applications, the slurry shall be as
follows:
• the slurry shall have a water / cement ratio of between 0.6 and 0.7, and
• the application rate shall be approximately equivalent to 2 kg/m² of cement (stabilising agent).
Lightly bound pavement material shall be placed onto the slurry immediately after it has been placed,
but before the slurry has set. If the slurry sets before placement of the next lightly bound pavement
layer, additional slurries shall be placed at the Contractor’s expense, until the requirements of this
clause are met.
The maximum time between mixing the slurry and covering the slurry with lightly bound material shall
be:
• three hours, or
• the working time determined for the lightly bound material using Test Method Q136A without
the use of a set retarder, where the same stabilised agent is used in the slurry as in the lightly
bound material."
MRTS10,6.5,Water quality,14,14,"Water used in lightly bound pavement manufacture and construction shall be free from oil, acids,
organic matter and other matter which could be deleterious to the mixture. Unless otherwise accepted
by the Administrator, the water shall satisfy the following requirements:
a) have a pH within the range of 6 to 10, when tested using Test Method APHA 4500-H B or
equivalent
b) have an electrical conductivity not more than 3500 µS/cm when tested using Test Method
APHA 2510-B or equivalent, and
c) have a Sulfate Content of not more than 1.9 grams of sulfate (expressed as SO ) per litre,
4
when tested in accordance with AS 1289.4.2.1.
Unless otherwise accepted by the Administrator, water sources shall be tested at a maximum of"
MRTS10,12,monthly intervals during the course of supply or when the nature of the water source has changed.,14,14,"Water sources classified by the relevant water authority as ‘potable water’ shall be exempt from
testing.
Electrical conductivity is an indirect measurement of the concentration of salts dissolved in the
water.
pH measures the acidity or basicity of the water to assess its corrosiveness.
Where the Contractor can demonstrate a proven history or conformance from a specific water
source, such as might be required for ongoing environmental monitoring purposes, the
Administrator may waive the requirement for water quality testing of non-potable water sources."
MRTS10,7.1,Nomination of Registered Mix Design,14,16,"Mix design registration is required to supply plant-mixed cementitiously stabilised materials to
Transport and Main Roads projects, including plant-mixed lightly bound materials. Only current (i.e.
those not expired or suspended) registered mix designs shall be used in the works in accordance with
this Technical Specification.
For each lightly bound pavement material to be incorporated into the Works, the Contractor shall be
responsible for nominating a mix design that consistently conforms with this Technical Specification
and ensuring that the mix design is registered in accordance with TN204 Mix Design Registration of
plant-mixed cementitiously stabilised pavement material.
Where a Lightly Bound Subbase material is specified, the Contractor may nominate a registered
mix design of Lightly Bound Base material to be used in its place.
The Contractor shall nominate the registered mix design, and nominated target content of stabilisation
agent (refer Clause 7.2) to be used and provide the following certificates to the Administrator prior to
the commencement of works. Hold Point 3
1. Stabilised Mix Design Certificate, and
2. Quarry Registration Certificate.
Where there are any changes to the constituent materials used in the production of the nominated
lightly bound pavement materials, including changes to the unbound pavement materials, stabilising
agent, and/or chemical admixtures, the Contractor shall cease using the mix design immediately and
resubmit the mix design application in accordance with TN204 Mix Design Registration of plant-mixed
cementitiously stabilised pavement material, or nominate an alternative registered mix design. Use of
the mix design, or an alternative mix design shall not continue until [Hold Point 3] has been re-
released.
Mix designs that incorporate recycled materials in lightly bound bases may be used when:
• the average daily traffic in the design lane in year of opening is less than 500 Equivalent
Standard Axles (ESAs), (the average daily traffic in the design lane in year of opening is given
in Clause 1 of Annexure MRTS10.1), and
• an asphalt surfacing is provided over the lightly bound base.
There is no restriction on the use of recycled materials in lightly bound subbase or improved layers.
Lightly bound materials may be registered as either 'Quarry' or 'Contractor' mix designs.
'Quarry mix designs' are undertaken directly by the Transport and Main Roads registered quarry
supplying the material. In this instance the mix design remains the property of the quarry and the
Contractor will need to request the relevant certificates be provided by the Quarry. The quarry can
supply the mix design for use by any Contractor undertaking work in accordance with this Technical
Specification.
'Contractor mix designs' are undertaken directly by the Contractor engaged to undertake work in
accordance with this Technical Specification, however, will be applicable only to materials sourced
from a specific Transport and Main Roads registered quarry. In this instance the mix design
remains the property of the Contractor. The Contractor can supply the mix design for use on any
project they are undertaking in accordance with this Technical Specification. Contractor mix
designs cannot be used by other Contractors without the express written permission of the
Contractor who owns the mix design.
When tendering and programming works, Contractors need to be aware of the timeframes needed
to complete and register mix designs. Refer to TN204 Mix Design Registration of plant-mixed
cementitiously stabilised pavement material for further details.
The registration of a mix design does not attest to the Quarry or Contractor's ability to manufacture
or construct a pavement which consistently complies with the requirement of this Technical
Specification. The use of registered mix designs does not reduce or negate the need for testing and
compliance of material on a lot basis as required in the relevant Technical Specification. Where
nonconformances are identified they are to be addressed and rectified in accordance with the
relevant Specification and Technical Specification."
MRTS10,7.2,Nominating target content of stabilising agent,16,16,"Registered mix designs have an 'acceptable range for target content of stabilising agent' determined
through UCS testing.
To allow the release of [Hold Point 3], the Contractor shall nominate a specific Target Content of
Stabilising Agent to be adopted in the production of each lightly bound pavement material, expressed
as a percentage (by dry mass) of unbound pavement material. The nominated target content shall be
within the 'acceptable range for target content of stabilising agent' shown on the Stabilised Mix Design
Certificate.
During construction, the Contractor may adjust the Target Content of Stabilising Agent within the
acceptable target content range. A written notification (including the revised Target Content of
Stabilising Agent) shall be provided to the Administrator prior to producing lightly bound material with
the revised Target Content of Stabilising Agent.
The Contractor shall not nominate a target content of stabilising agent outside of the acceptable range
for target content of stabilising agent' shown on the Stabilised Mix Design Certificate."
MRTS10,8.1,Trial pavement,16,17,"Unless otherwise agreed by the Administrator, a trial of the manufacturing and laying operations is
required for each different plant-mixed lightly bound pavement material prior to commencement of the
work involving that material. Witness Point 1
The trial shall not commence until the Administrator has accepted the lightly bound pavement
construction procedure and released Hold Point 1 as specified in Clause 5.2.
Unless otherwise approved by the Administrator, the trial pavement must be more than 1000 m².
Subject to the Administrator’s approval, the trial may be incorporated into the permanent works.
The purpose of the trial is to determine:
a) the suitability of the Contractor’s nominated upper and lower moisture content limits and the
ability of the lightly bound pavement layer to comply with the requirements of Clause 8.2.5
b) based on the characteristics of the material, its ability to be handled, spread, and compacted
to achieve the surface finish requirements of Clause 8.2.8.1
c) the adequacy of the joint and surface preparation procedures (including slurrying and the
ability to hard-cut the surface as specified in Clause 8.2.8.2)
d) the rolling pattern and the number of passes of the rollers required to produce an acceptable
compacted layer, and
e) the adequacy or otherwise of the manufacturing and construction plant proposed for the work.
The Contractor shall carry out material and construction compliance tests in accordance with Clause 9
to confirm the trial complies with the requirements of this Technical Specification. Prior to continuing
works after completion of the trial, the Contractor shall submit to the Administrator, for their
acceptance, records which demonstrate this compliance. Hold Point 4 If the trial does not conform in
full to the requirements of this Technical Specification, the Contractor shall review their construction
procedure and mix design and a further trial shall be undertaken.
Where minor nonconformances occur in a trial, and the Administrator accepts to incorporate the lot
into the permanent works (either at a reduced level of service or otherwise), the Administrator, at
their sole discretion may elect to waive the requirement for a further trial to be undertaken.
However, where more significant nonconformances occur, and these or other nonconformances
occur again after a further trial, the Contractor should substantially review their construction
procedure and/or mix design prior to undertaking a subsequent trial."
MRTS10,8.2.1.1,"Equipment used to transport, transfer and store stabilising agent",17,17,"The stabilising agent shall be transported, transferred and stored in a way that is both waterproof and
watertight. These vessels and the associated apparatus shall be emptied and cleaned prior to the
introduction of each type of material to be used in the Works to ensure no contamination occurs."
MRTS10,8.2.1.2,Mixing equipment,17,17,"Mixing shall be carried out using a mechanically driven pugmill.
The mixing equipment shall:
1. have a control system with a metered and variable feed rate for each mix constituent
2. have displays that allow continuous monitoring of each mix constituent
3. produce plant-mixed lightly bound pavement materials complying with this Technical
Specification
4. uniformly incorporate the stabilising agent and water into the unbound pavement materials
5. produce a consistent material that is free from segregation, and
6. be capable of continuously producing plant-mixed lightly bound pavement materials complying
with this Technical Specification at a rate of 150 tonnes per hour or the Contractor’s placing
rate, whichever is the greater."
MRTS10,8.2.1.3,Delivery equipment,17,18,"Vehicles used for the delivery of the mix shall be open-body trucks, or equivalent, equipped with
adequate covers. These vehicles shall be capable of transporting and discharging the mixture without
segregation. If discharging into the hopper of a self-propelled spreading machine, the vehicles shall be
designed or equipped with the capacity to efficiently discharge into the hopper directly and without
spillage.
Sufficient delivery vehicles shall be made available so that the mixture can be continuously delivered
to ensure placement is essentially continuous throughout a construction lot."
MRTS10,8.2.1.4,Paving equipment,18,18,"Irrespective of what equipment is used, the mix shall be placed and spread such that there is no
segregation of the mixture.
Lightly Bound Base
Unless nominated otherwise in Clause 2.1 of Annexure MRTS10.1, plant-mixed lightly bound base
shall be constructed using a self-propelled spreading machine purpose-built for this work (that is, a
paver). Such machines have the capacity to either:
a) receive the material in a hopper and place and spread the mixture on the prepared surface to
the required uncompacted layer thickness, width and shape in one pass, or
b) spread previously placed windrows of the mixture to the required uncompacted layer
thickness, width and shape in one pass.
Where the lightly bound material is being placed adjacent to a fixed edge or the width of the layer
varies, the paver shall be fitted with a variable width screed.
The Administrator may approve other methods of paving (for example, using a grader) in areas where
the pavement width is such that the use of a paver is not practical. In these instances, the Contractor
shall document the paving equipment to be used and the proposed construction methodology in their
Construction Procedure.
Where a paver is not required as per Clause 2.1 of Annexure MRTS10.1, the plant-mixed lightly bound
base shall be constructed using a grader.
Lightly Bound Subbase
Lightly bound subbase shall be constructed by either using a paver (in accordance with the paving
equipment requirements for lightly bound base) or with a grader, unless specified plant is nominated in
Clause 2.2 of Annexure MRTS10.1.
Lightly Bound Improved Layers
The Contractor may choose to construct lightly bound improved layers using either a paver (in
accordance with the paving equipment requirements for lightly bound base) or with a grader.
General
The Administrator may approve other methods of paving (for example, using small plant) in areas
where the use of a paver or grader is not practical (for example, at turnouts or other isolated areas). In
these instances, the Contractor shall document the paving equipment to be used and the proposed
construction methodology in their Construction Procedure."
MRTS10,8.2.1.5,Equipment for water curing,18,18,"The equipment used for water curing shall be able to discharge water in a fine and even mist over the
layer being cured in a manner that avoids slurrying of the surface and does not result in pavement
instability, erosion, or leeching of the stabilising agent."
MRTS10,8.2.1.6,Equipment for preparation of surfaces,19,19,"The equipment used for the preparation of the surface prior to placing another layer of lightly bound
layer shall include:
• a machine capable of hard-cutting the surface of the layer (refer Clause 8.2.7.2)
• a machine capable of sweeping the surface, and
• equipment capable of evenly distributing the cement slurry (where required) at the specified
rate on the layer’s surface and edges (refer Clause 8.2.7.2).
The equipment used for the preparation of the surface prior to covering with a sprayed bituminous
treatment shall include:
• a static three-point roller or pneumatic (multi-tyred) roller, and
• a machine capable of sweeping the surface.
The use of a drag broom in conjunction with the three-point or multi-tyred roller is recommended."
MRTS10,8.2.1.7,Intelligent Construction Rollers,19,19,"Intelligent Construction (IC) rollers shall be used to compact lightly bound pavement material where
specified in Clause 2.3 of Annexure MRTS10.1.
The IC rollers shall meet the following requirements:
a) IC rollers shall be self-propelled vibratory rollers equipped to measure the stiffness of the layer
being compacted.
b) IC rollers shall be capable of recording and displaying:
i. real-time colour-coded maps of the roller position, coverage and stiffness of the
compacted layer
ii. number of roller passes
iii. roller speeds, and
iv. vibration frequency and amplitude of the roller drums.
c) The data output from the IC roller shall be compatible with Veta.
To comply with this clause, all vibrating rollers shall be IC rollers."
MRTS10,8.2.2,Stockpiling of lightly bound pavement material,19,20,"Lightly bound pavement material shall not be stockpiled unless otherwise approved by the
Administrator.
In general, lightly bound pavement material should not be stockpiled unless there are specific
construction requirements. An example of this might be when lightly bound pavement materials are
required to be produced in the afternoon for use during night works (such as in an urban area when
a pug mill is unable to operate at night). In this circumstance the Administrator may approve the
material to be stockpiled provided the mix incorporated a set-retarder to provide a suitable increase
in working time (refer Clause 8.2.3 for further information)."
MRTS10,8.2.3,Allowable working time,20,20,"The time between the commencement of mixing the stabilising agent into the unbound pavement
material and the completion of compaction of a single layer shall be less than the allowable working
time.
The following activities are not required to be completed in the allowable working time:
• hard-cut of the surface prior to placing another lightly bound layer
• static rolling to prepare the surface for sealing, and
• proof rolling.
At the completion of the allowable working time, the layer must comply with the specified requirements
for surface level (excluding hard-cutting), deviation from a straight edge and surface evenness. That
is, rolling (static or vibratory) or other construction processes are not permitted after the allowable
working time to correct geometrics.
Unless otherwise approved by the Administrator following consultation with the Mix Design Registrar,
the allowable working time for each plant-mixed lightly bound pavement material shall be the lesser of:
a) the tested working time shown on the Stabilised Mix Design Certificate, and
b) four hours.
Increasing the allowable working time beyond four hours would not generally be approved unless
significant constraints exist. Such examples might include:
• night works in urban areas requiring the mixing of materials at times when the pug mill is
unable to operate (for example, due to noise restrictions), or
• where no suppliers are available locally, and extended travel times would significantly
restrict the ability to construct the pavement within the working time.
In these circumstances, the Contractor should provide justification as to the reason for any
proposed increase in allowable working time. In no circumstance should the allowable working time
be extended beyond the tested working time shown on the Stabilised Mix Design Certificate.
Allowing extended working times where they are not warranted encourages poor construction
practice and lead to variability in moisture content during construction."
MRTS10,8.2.4,Weather conditions for construction,21,21,"Lightly bound pavements shall not be manufactured (by blended the stabilising agent with the
unbound pavement material) or constructed:
a) when the air temperature is less than 10ºC or greater than 40ºC, unless otherwise approved
by the Administrator
b) during rain or when rain is likely to fall during placement, or
c) when the evaporation rate due to the combined effect of air temperature, wind and relative
humidity may result in excessive drying of the lightly bound pavement layers surface.
The default temperature requirements specified represent the preferred conditions to place lightly
bound materials. When assessing a proposal to place lightly bound materials outside of these
requirements the Administrator should consider the following:
• When the air temperature is greater than 40ºC, the allowable working time may need to be
reduced below the normal specification requirements.
• When the air temperature is less than 10ºC, the material may take significantly longer to
set-up requiring an extended time prior to being trafficked."
MRTS10,8.2.5,Moisture content of the mixture,21,21,"The Contractor shall nominate upper and lower moisture content limits as part of their construction
procedures that will ensure:
a) there is adequate moisture to achieve the specified compaction standard
b) the constructed lightly bound pavement layer is trafficked in accordance with requirements of
Clause 8.2.11, and
c) the lightly bound pavement material does not exceed the optimum moisture content (OMC),
determined in accordance with Test Method Q142A.
Moisture must be uniformly distributed within each layer. At all times the moisture content of the
material must be within the Contractor’s nominated upper and lower moisture content limits.
During placement and compaction of the lightly bound pavement material, where permitted by the
Administrator, water may be added onsite as a fine mist (with no run off), to compensate for drying out
of the surface of the layer. Water shall not be added onsite to re-moisture condition the material for
compaction.
It is recommended that prior to the commencement of construction that the Contractor and
Administrator agree the circumstances under which the Contractor would be allowed to add water
onsite. Typically this would be based on environmental factors such as temperate and wind drying
the surface of the pavement.
Adding water onsite should not be used to compensate for inadequate moisture being added during
production or poor handling and placement techniques delaying works onsite."
